EXPLAIN_REQUESTER,EXPLAIN_TIME,SOURCE_NAME,SOURCE_SCHEMA,SOURCE_VERSION,EXPLAIN_LEVEL,STMTNO,SECTNO,OPERATOR_ID,OPERATOR_TYPE,TOTAL_COST,IO_COST,CPU_COST,FIRST_ROW_COST,RE_TOTAL_COST,RE_IO_COST,RE_CPU_COST,COMM_COST,FIRST_COMM_COST,BUFFERS,REMOTE_TOTAL_COST,REMOTE_COMM_COST
SHAIKHQ ,2024-05-30-09.35.02.481214,SQLC2Q31,NULLID  ,,S,1,201,1,RETURN,+1.48609680175781E+002,-1.00000000000000E+000,-1.00000000000000E+000,+2.89186134338379E+001,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,+1.40000000000000E+001,-1.00000000000000E+000,-1.00000000000000E+000
SHAIKHQ ,2024-05-30-09.35.02.481214,SQLC2Q31,NULLID  ,,S,1,201,2,NLJOIN,+1.48609680175781E+002,-1.00000000000000E+000,-1.00000000000000E+000,+2.89186134338379E+001,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,+1.40000000000000E+001,-1.00000000000000E+000,-1.00000000000000E+000
SHAIKHQ ,2024-05-30-09.35.02.481214,SQLC2Q31,NULLID  ,,S,1,201,3,TBSCAN,+1.31373081207275E+001,-1.00000000000000E+000,-1.00000000000000E+000,+1.31373081207275E+001,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,+0.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000
SHAIKHQ ,2024-05-30-09.35.02.481214,SQLC2Q31,NULLID  ,,S,1,201,4,SORT  ,+1.30858278274536E+001,-1.00000000000000E+000,-1.00000000000000E+000,+1.30858278274536E+001,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,+2.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000
SHAIKHQ ,2024-05-30-09.35.02.481214,SQLC2Q31,NULLID  ,,S,1,201,5,FETCH ,+1.27309188842773E+001,-1.00000000000000E+000,-1.00000000000000E+000,+9.12949848175049E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,+2.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000
SHAIKHQ ,2024-05-30-09.35.02.481214,SQLC2Q31,NULLID  ,,S,1,201,6,IXSCAN,+3.66351985931396E+000,-1.00000000000000E+000,-1.00000000000000E+000,+1.59832000732422E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,+1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000
SHAIKHQ ,2024-05-30-09.35.02.481214,SQLC2Q31,NULLID  ,,S,1,201,7,FETCH ,+1.59322242736816E+001,-1.00000000000000E+000,-1.00000000000000E+000,+1.57813053131104E+001,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,+2.20000000000000E+001,-1.00000000000000E+000,-1.00000000000000E+000
SHAIKHQ ,2024-05-30-09.35.02.481214,SQLC2Q31,NULLID  ,,S,1,201,8,IXSCAN,+8.36946582794189E+000,-1.00000000000000E+000,-1.00000000000000E+000,+8.35546588897705E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,+3.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000
SHAIKHQ ,2024-05-30-09.35.06.290250,SQLC2Q31,NULLID  ,,S,1,201,1,RETURN,+3.67197167968750E+003,-1.00000000000000E+000,-1.00000000000000E+000,+3.22260246276855E+001,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,+1.20000000000000E+002,-1.00000000000000E+000,-1.00000000000000E+000
SHAIKHQ ,2024-05-30-09.35.06.290250,SQLC2Q31,NULLID  ,,S,1,201,2,NLJOIN,+3.67197167968750E+003,-1.00000000000000E+000,-1.00000000000000E+000,+3.22260246276855E+001,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,+1.20000000000000E+002,-1.00000000000000E+000,-1.00000000000000E+000
SHAIKHQ ,2024-05-30-09.35.06.290250,SQLC2Q31,NULLID  ,,S,1,201,3,FETCH ,+1.14697595214844E+003,-1.00000000000000E+000,-1.00000000000000E+000,+1.64447193145752E+001,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,+9.40000000000000E+001,-1.00000000000000E+000,-1.00000000000000E+000
SHAIKHQ ,2024-05-30-09.35.06.290250,SQLC2Q31,NULLID  ,,S,1,201,4,IXSCAN,+6.72354492187500E+002,-1.00000000000000E+000,-1.00000000000000E+000,+9.00331974029541E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,+1.00000000000000E+001,-1.00000000000000E+000,-1.00000000000000E+000
SHAIKHQ ,2024-05-30-09.35.06.290250,SQLC2Q31,NULLID  ,,S,1,201,5,FETCH ,+1.62754211425781E+001,-1.00000000000000E+000,-1.00000000000000E+000,+1.57813053131104E+001,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,+2.50000000000000E+001,-1.00000000000000E+000,-1.00000000000000E+000
SHAIKHQ ,2024-05-30-09.35.06.290250,SQLC2Q31,NULLID  ,,S,1,201,6,IXSCAN,+8.36946582794189E+000,-1.00000000000000E+000,-1.00000000000000E+000,+8.35546588897705E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,+3.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000
SHAIKHQ ,2024-05-30-09.35.09.705189,SQLC2Q31,NULLID  ,,S,1,201,1,RETURN,+1.69213500976562E+002,-1.00000000000000E+000,-1.00000000000000E+000,+2.97160377502441E+001,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,+1.40000000000000E+001,-1.00000000000000E+000,-1.00000000000000E+000
SHAIKHQ ,2024-05-30-09.35.09.705189,SQLC2Q31,NULLID  ,,S,1,201,2,NLJOIN,+1.69213500976562E+002,-1.00000000000000E+000,-1.00000000000000E+000,+2.97160377502441E+001,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,+1.40000000000000E+001,-1.00000000000000E+000,-1.00000000000000E+000
SHAIKHQ ,2024-05-30-09.35.09.705189,SQLC2Q31,NULLID  ,,S,1,201,3,TBSCAN,+1.28591575622559E+001,-1.00000000000000E+000,-1.00000000000000E+000,+1.28591575622559E+001,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,+0.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000
SHAIKHQ ,2024-05-30-09.35.09.705189,SQLC2Q31,NULLID  ,,S,1,201,4,SORT  ,+1.28076772689819E+001,-1.00000000000000E+000,-1.00000000000000E+000,+1.28076772689819E+001,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,+2.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000
SHAIKHQ ,2024-05-30-09.35.09.705189,SQLC2Q31,NULLID  ,,S,1,201,5,FETCH ,+1.21969194412231E+001,-1.00000000000000E+000,-1.00000000000000E+000,+9.03971958160400E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,+2.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000
SHAIKHQ ,2024-05-30-09.35.09.705189,SQLC2Q31,NULLID  ,,S,1,201,6,IXSCAN,+3.66351985931396E+000,-1.00000000000000E+000,-1.00000000000000E+000,+1.59832000732422E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,+1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000
SHAIKHQ ,2024-05-30-09.35.09.705189,SQLC2Q31,NULLID  ,,S,1,201,7,FETCH ,+1.59478302001953E+001,-1.00000000000000E+000,-1.00000000000000E+000,+1.58099422454834E+001,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,+2.20000000000000E+001,-1.00000000000000E+000,-1.00000000000000E+000
SHAIKHQ ,2024-05-30-09.35.09.705189,SQLC2Q31,NULLID  ,,S,1,201,8,IXSCAN,+8.36946582794189E+000,-1.00000000000000E+000,-1.00000000000000E+000,+8.35546588897705E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,+3.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000
SHAIKHQ ,2024-05-30-09.35.13.176518,SQLC2Q31,NULLID  ,,S,1,201,1,RETURN,+5.02809219360352E+001,-1.00000000000000E+000,-1.00000000000000E+000,+2.67011528015137E+001,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,+6.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000
SHAIKHQ ,2024-05-30-09.35.13.176518,SQLC2Q31,NULLID  ,,S,1,201,2,NLJOIN,+5.02809219360352E+001,-1.00000000000000E+000,-1.00000000000000E+000,+2.67011528015137E+001,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,+6.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000
SHAIKHQ ,2024-05-30-09.35.13.176518,SQLC2Q31,NULLID  ,,S,1,201,3,FETCH ,+1.05161991119385E+001,-1.00000000000000E+000,-1.00000000000000E+000,+9.30063343048096E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,+2.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000
SHAIKHQ ,2024-05-30-09.35.13.176518,SQLC2Q31,NULLID  ,,S,1,201,4,IXSCAN,+2.42439985275269E+000,-1.00000000000000E+000,-1.00000000000000E+000,+1.59832000732422E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,+1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000
SHAIKHQ ,2024-05-30-09.35.13.176518,SQLC2Q31,NULLID  ,,S,1,201,5,FETCH ,+1.59177703857422E+001,-1.00000000000000E+000,-1.00000000000000E+000,+1.57813053131104E+001,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,+4.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000
SHAIKHQ ,2024-05-30-09.35.13.176518,SQLC2Q31,NULLID  ,,S,1,201,6,IXSCAN,+8.36946582794189E+000,-1.00000000000000E+000,-1.00000000000000E+000,+8.35546588897705E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,+2.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000
SHAIKHQ ,2024-05-30-09.35.16.597056,SQLC2Q31,NULLID  ,,S,1,201,1,RETURN,+1.55353039550781E+003,-1.00000000000000E+000,-1.00000000000000E+000,+3.47123947143555E+001,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,+1.16000000000000E+002,-1.00000000000000E+000,-1.00000000000000E+000
SHAIKHQ ,2024-05-30-09.35.16.597056,SQLC2Q31,NULLID  ,,S,1,201,2,NLJOIN,+1.55353039550781E+003,-1.00000000000000E+000,-1.00000000000000E+000,+3.47123947143555E+001,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,+1.16000000000000E+002,-1.00000000000000E+000,-1.00000000000000E+000
SHAIKHQ ,2024-05-30-09.35.16.597056,SQLC2Q31,NULLID  ,,S,1,201,3,FETCH ,+1.59322242736816E+001,-1.00000000000000E+000,-1.00000000000000E+000,+1.57813053131104E+001,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,+2.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000
SHAIKHQ ,2024-05-30-09.35.16.597056,SQLC2Q31,NULLID  ,,S,1,201,4,IXSCAN,+8.36946582794189E+000,-1.00000000000000E+000,-1.00000000000000E+000,+8.35546588897705E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,+2.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000
SHAIKHQ ,2024-05-30-09.35.16.597056,SQLC2Q31,NULLID  ,,S,1,201,5,TBSCAN,+1.53759814453125E+003,-1.00000000000000E+000,-1.00000000000000E+000,+1.89310913085938E+001,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,+1.14000000000000E+002,-1.00000000000000E+000,-1.00000000000000E+000
SHAIKHQ ,2024-05-30-09.35.21.097734,SQLC2Q31,NULLID  ,,S,1,201,1,RETURN,+1.53881328125000E+004,-1.00000000000000E+000,-1.00000000000000E+000,+1.53881328125000E+004,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,+1.39000000000000E+003,-1.00000000000000E+000,-1.00000000000000E+000
SHAIKHQ ,2024-05-30-09.35.21.097734,SQLC2Q31,NULLID  ,,S,1,201,2,HSJOIN,+1.53881328125000E+004,-1.00000000000000E+000,-1.00000000000000E+000,+1.53881328125000E+004,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,+1.39000000000000E+003,-1.00000000000000E+000,-1.00000000000000E+000
SHAIKHQ ,2024-05-30-09.35.21.097734,SQLC2Q31,NULLID  ,,S,1,201,3,TBSCAN,+1.04057001953125E+004,-1.00000000000000E+000,-1.00000000000000E+000,+9.02360439300537E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,+1.39000000000000E+003,-1.00000000000000E+000,-1.00000000000000E+000
SHAIKHQ ,2024-05-30-09.35.21.097734,SQLC2Q31,NULLID  ,,S,1,201,4,TBSCAN,+3.69313281250000E+003,-1.00000000000000E+000,-1.00000000000000E+000,+7.50186491012573E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,+6.56000000000000E+002,-1.00000000000000E+000,-1.00000000000000E+000
SHAIKHQ ,2024-05-30-09.35.24.804093,SQLC2Q31,NULLID  ,,S,1,201,1,RETURN,+2.68246699218750E+004,-1.00000000000000E+000,-1.00000000000000E+000,+9.71390075683594E+001,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,+7.93900000000000E+003,-1.00000000000000E+000,-1.00000000000000E+000
SHAIKHQ ,2024-05-30-09.35.24.804093,SQLC2Q31,NULLID  ,,S,1,201,2,NLJOIN,+2.68246699218750E+004,-1.00000000000000E+000,-1.00000000000000E+000,+9.71390075683594E+001,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,+7.93900000000000E+003,-1.00000000000000E+000,-1.00000000000000E+000
SHAIKHQ ,2024-05-30-09.35.24.804093,SQLC2Q31,NULLID  ,,S,1,201,3,TBSCAN,+2.65896445312500E+004,-1.00000000000000E+000,-1.00000000000000E+000,+8.13577041625977E+001,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,+7.91800000000000E+003,-1.00000000000000E+000,-1.00000000000000E+000
SHAIKHQ ,2024-05-30-09.35.24.804093,SQLC2Q31,NULLID  ,,S,1,201,4,FETCH ,+1.76011028289795E+001,-1.00000000000000E+000,-1.00000000000000E+000,+1.57813053131104E+001,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,+2.10000000000000E+001,-1.00000000000000E+000,-1.00000000000000E+000
SHAIKHQ ,2024-05-30-09.35.24.804093,SQLC2Q31,NULLID  ,,S,1,201,5,IXSCAN,+8.36946582794189E+000,-1.00000000000000E+000,-1.00000000000000E+000,+8.35546588897705E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,+3.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000
SHAIKHQ ,2024-05-30-09.35.36.317151,SQLC2Q31,NULLID  ,,S,1,201,1,RETURN,+1.23502890625000E+005,-1.00000000000000E+000,-1.00000000000000E+000,+1.23502890625000E+005,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,+1.58540000000000E+004,-1.00000000000000E+000,-1.00000000000000E+000
SHAIKHQ ,2024-05-30-09.35.36.317151,SQLC2Q31,NULLID  ,,S,1,201,2,HSJOIN,+1.23502890625000E+005,-1.00000000000000E+000,-1.00000000000000E+000,+1.23502890625000E+005,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,+1.58540000000000E+004,-1.00000000000000E+000,-1.00000000000000E+000
SHAIKHQ ,2024-05-30-09.35.36.317151,SQLC2Q31,NULLID  ,,S,1,201,3,TBSCAN,+1.14576687500000E+005,-1.00000000000000E+000,-1.00000000000000E+000,+7.61802339553833E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,+1.58540000000000E+004,-1.00000000000000E+000,-1.00000000000000E+000
SHAIKHQ ,2024-05-30-09.35.36.317151,SQLC2Q31,NULLID  ,,S,1,201,4,TBSCAN,+2.57998095703125E+003,-1.00000000000000E+000,-1.00000000000000E+000,+7.47431945800781E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,+6.56000000000000E+002,-1.00000000000000E+000,-1.00000000000000E+000
SHAIKHQ ,2024-05-30-09.35.39.884774,SQLC2Q31,NULLID  ,,S,1,201,1,RETURN,+3.26694238281250E+003,-1.00000000000000E+000,-1.00000000000000E+000,+2.48655014038086E+001,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,+1.39000000000000E+002,-1.00000000000000E+000,-1.00000000000000E+000
SHAIKHQ ,2024-05-30-09.35.39.884774,SQLC2Q31,NULLID  ,,S,1,201,2,NLJOIN,+3.26694238281250E+003,-1.00000000000000E+000,-1.00000000000000E+000,+2.48655014038086E+001,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,+1.39000000000000E+002,-1.00000000000000E+000,-1.00000000000000E+000
SHAIKHQ ,2024-05-30-09.35.39.884774,SQLC2Q31,NULLID  ,,S,1,201,3,TBSCAN,+1.16496582031250E+003,-1.00000000000000E+000,-1.00000000000000E+000,+9.08419609069824E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,+1.14000000000000E+002,-1.00000000000000E+000,-1.00000000000000E+000
SHAIKHQ ,2024-05-30-09.35.39.884774,SQLC2Q31,NULLID  ,,S,1,201,4,FETCH ,+1.61125736236572E+001,-1.00000000000000E+000,-1.00000000000000E+000,+1.57813053131104E+001,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,+2.50000000000000E+001,-1.00000000000000E+000,-1.00000000000000E+000
SHAIKHQ ,2024-05-30-09.35.39.884774,SQLC2Q31,NULLID  ,,S,1,201,5,IXSCAN,+8.36946582794189E+000,-1.00000000000000E+000,-1.00000000000000E+000,+8.35546588897705E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,+3.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000
SHAIKHQ ,2024-05-30-09.35.43.456199,SQLC2Q31,NULLID  ,,S,1,201,1,RETURN,+5.76413359375000E+004,-1.00000000000000E+000,-1.00000000000000E+000,+5.76413359375000E+004,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,+1.58540000000000E+004,-1.00000000000000E+000,-1.00000000000000E+000
SHAIKHQ ,2024-05-30-09.35.43.456199,SQLC2Q31,NULLID  ,,S,1,201,2,HSJOIN,+5.76413359375000E+004,-1.00000000000000E+000,-1.00000000000000E+000,+5.76413359375000E+004,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,+1.58540000000000E+004,-1.00000000000000E+000,-1.00000000000000E+000
SHAIKHQ ,2024-05-30-09.35.43.456199,SQLC2Q31,NULLID  ,,S,1,201,3,TBSCAN,+5.46446015625000E+004,-1.00000000000000E+000,-1.00000000000000E+000,+8.97027206420898E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,+1.58540000000000E+004,-1.00000000000000E+000,-1.00000000000000E+000
SHAIKHQ ,2024-05-30-09.35.43.456199,SQLC2Q31,NULLID  ,,S,1,201,4,TBSCAN,+2.70157397460938E+003,-1.00000000000000E+000,-1.00000000000000E+000,+8.26198863983154E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,+6.56000000000000E+002,-1.00000000000000E+000,-1.00000000000000E+000
SHAIKHQ ,2024-05-30-09.35.46.949239,SQLC2Q31,NULLID  ,,S,1,201,1,RETURN,+5.00289306640625E+001,-1.00000000000000E+000,-1.00000000000000E+000,+5.00289306640625E+001,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,+6.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000
SHAIKHQ ,2024-05-30-09.35.46.949239,SQLC2Q31,NULLID  ,,S,1,201,2,NLJOIN,+5.00289306640625E+001,-1.00000000000000E+000,-1.00000000000000E+000,+5.00289306640625E+001,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,+6.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000
SHAIKHQ ,2024-05-30-09.35.46.949239,SQLC2Q31,NULLID  ,,S,1,201,3,FETCH ,+1.05161991119385E+001,-1.00000000000000E+000,-1.00000000000000E+000,+9.30063343048096E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,+2.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000
SHAIKHQ ,2024-05-30-09.35.46.949239,SQLC2Q31,NULLID  ,,S,1,201,4,IXSCAN,+2.42439985275269E+000,-1.00000000000000E+000,-1.00000000000000E+000,+1.59832000732422E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,+1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000
SHAIKHQ ,2024-05-30-09.35.46.949239,SQLC2Q31,NULLID  ,,S,1,201,5,FETCH ,+1.58547706604004E+001,-1.00000000000000E+000,-1.00000000000000E+000,+1.57813053131104E+001,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,+4.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000
SHAIKHQ ,2024-05-30-09.35.46.949239,SQLC2Q31,NULLID  ,,S,1,201,6,IXSCAN,+8.36946582794189E+000,-1.00000000000000E+000,-1.00000000000000E+000,+8.35546588897705E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,+2.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000
SHAIKHQ ,2024-05-30-09.35.50.560960,SQLC2Q31,NULLID  ,,S,1,201,1,RETURN,+4.38798730468750E+003,-1.00000000000000E+000,-1.00000000000000E+000,+3.31723976135254E+001,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,+1.95000000000000E+002,-1.00000000000000E+000,-1.00000000000000E+000
SHAIKHQ ,2024-05-30-09.35.50.560960,SQLC2Q31,NULLID  ,,S,1,201,2,NLJOIN,+4.38798730468750E+003,-1.00000000000000E+000,-1.00000000000000E+000,+3.31723976135254E+001,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,+1.95000000000000E+002,-1.00000000000000E+000,-1.00000000000000E+000
SHAIKHQ ,2024-05-30-09.35.50.560960,SQLC2Q31,NULLID  ,,S,1,201,3,FETCH ,+1.59442114257812E+003,-1.00000000000000E+000,-1.00000000000000E+000,+1.74088935852051E+001,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,+1.56000000000000E+002,-1.00000000000000E+000,-1.00000000000000E+000
SHAIKHQ ,2024-05-30-09.35.50.560960,SQLC2Q31,NULLID  ,,S,1,201,4,IXSCAN,+7.99847412109375E+002,-1.00000000000000E+000,-1.00000000000000E+000,+9.92801094055176E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,+1.10000000000000E+001,-1.00000000000000E+000,-1.00000000000000E+000
SHAIKHQ ,2024-05-30-09.35.50.560960,SQLC2Q31,NULLID  ,,S,1,201,5,FETCH ,+1.69492053985596E+001,-1.00000000000000E+000,-1.00000000000000E+000,+1.57635040283203E+001,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,+3.90000000000000E+001,-1.00000000000000E+000,-1.00000000000000E+000
SHAIKHQ ,2024-05-30-09.35.50.560960,SQLC2Q31,NULLID  ,,S,1,201,6,IXSCAN,+8.43726730346680E+000,-1.00000000000000E+000,-1.00000000000000E+000,+8.35546588897705E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,+5.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000
SHAIKHQ ,2024-05-30-09.35.58.623980,SQLC2Q31,NULLID  ,,S,1,201,1,RETURN,+9.09778203125000E+004,-1.00000000000000E+000,-1.00000000000000E+000,+9.09778203125000E+004,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,-1.00000000000000E+000,+1.58540000000000E+004,-1.00000000000000E+000,-1.00000000000000E+000
