EXPLAIN_REQUESTER,EXPLAIN_TIME,SOURCE_NAME,SOURCE_SCHEMA,SOURCE_VERSION,EXPLAIN_LEVEL,STMTNO,SECTNO,OPERATOR_ID,DBPARTITIONNUM,PREDICATE_ID,HOW_APPLIED,ACTUAL_TYPE,ACTUAL_VALUE
SHAIKHQ ,2024-05-30-08.26.49.644026,SQLC2Q31,NULLID  ,,S,1,201,1,0,,,CARDINALITY,+1.00000000000000E+000
SHAIKHQ ,2024-05-30-08.26.49.644026,SQLC2Q31,NULLID  ,,S,1,201,2,0,,,CARDINALITY,+1.00000000000000E+000
SHAIKHQ ,2024-05-30-08.26.49.644026,SQLC2Q31,NULLID  ,,S,1,201,3,0,,,CARDINALITY,+7.00000000000000E+000
SHAIKHQ ,2024-05-30-08.26.49.644026,SQLC2Q31,NULLID  ,,S,1,201,4,0,,,CARDINALITY,+1.20000000000000E+001
SHAIKHQ ,2024-05-30-08.26.49.644026,SQLC2Q31,NULLID  ,,S,1,201,5,0,,,CARDINALITY,+1.42857142857143E-001
SHAIKHQ ,2024-05-30-08.26.49.644026,SQLC2Q31,NULLID  ,,S,1,201,6,0,,,CARDINALITY,+2.85714285714286E-001
SHAIKHQ ,2024-05-30-08.26.51.236825,SQLC2Q31,NULLID  ,,S,1,201,1,0,,,CARDINALITY,+3.00000000000000E+000
SHAIKHQ ,2024-05-30-08.26.51.236825,SQLC2Q31,NULLID  ,,S,1,201,2,0,,,CARDINALITY,+3.00000000000000E+000
SHAIKHQ ,2024-05-30-08.26.51.236825,SQLC2Q31,NULLID  ,,S,1,201,3,0,,,CARDINALITY,+3.00000000000000E+000
SHAIKHQ ,2024-05-30-08.26.51.236825,SQLC2Q31,NULLID  ,,S,1,201,4,0,,,CARDINALITY,+3.00000000000000E+000
SHAIKHQ ,2024-05-30-08.26.51.236825,SQLC2Q31,NULLID  ,,S,1,201,5,0,,,CARDINALITY,+3.00000000000000E+000
SHAIKHQ ,2024-05-30-08.26.51.236825,SQLC2Q31,NULLID  ,,S,1,201,6,0,,,CARDINALITY,+1.20000000000000E+001
SHAIKHQ ,2024-05-30-08.26.51.236825,SQLC2Q31,NULLID  ,,S,1,201,7,0,,,CARDINALITY,+1.00000000000000E+000
SHAIKHQ ,2024-05-30-08.26.51.236825,SQLC2Q31,NULLID  ,,S,1,201,8,0,,,CARDINALITY,+1.00000000000000E+000
SHAIKHQ ,2024-05-30-08.26.52.734629,SQLC2Q31,NULLID  ,,S,1,201,1,0,,,CARDINALITY,+3.00000000000000E+000
SHAIKHQ ,2024-05-30-08.26.52.734629,SQLC2Q31,NULLID  ,,S,1,201,2,0,,,CARDINALITY,+3.00000000000000E+000
SHAIKHQ ,2024-05-30-08.26.52.734629,SQLC2Q31,NULLID  ,,S,1,201,3,0,,,CARDINALITY,+1.00000000000000E+000
SHAIKHQ ,2024-05-30-08.26.52.734629,SQLC2Q31,NULLID  ,,S,1,201,4,0,,,CARDINALITY,+1.00000000000000E+000
SHAIKHQ ,2024-05-30-08.26.52.734629,SQLC2Q31,NULLID  ,,S,1,201,5,0,,,CARDINALITY,+3.00000000000000E+000
SHAIKHQ ,2024-05-30-08.26.54.337595,SQLC2Q31,NULLID  ,,S,1,201,1,0,,,CARDINALITY,+1.00000000000000E+000
SHAIKHQ ,2024-05-30-08.26.54.337595,SQLC2Q31,NULLID  ,,S,1,201,2,0,,,CARDINALITY,+1.00000000000000E+000
SHAIKHQ ,2024-05-30-08.26.54.337595,SQLC2Q31,NULLID  ,,S,1,201,3,0,,,CARDINALITY,+1.00000000000000E+000
SHAIKHQ ,2024-05-30-08.26.54.337595,SQLC2Q31,NULLID  ,,S,1,201,4,0,,,CARDINALITY,+1.00000000000000E+000
SHAIKHQ ,2024-05-30-08.26.54.337595,SQLC2Q31,NULLID  ,,S,1,201,5,0,,,CARDINALITY,+1.00000000000000E+000
SHAIKHQ ,2024-05-30-08.26.55.967465,SQLC2Q31,NULLID  ,,S,1,201,1,0,,,CARDINALITY,+5.00000000000000E+000
SHAIKHQ ,2024-05-30-08.26.55.967465,SQLC2Q31,NULLID  ,,S,1,201,2,0,,,CARDINALITY,+5.00000000000000E+000
SHAIKHQ ,2024-05-30-08.26.55.967465,SQLC2Q31,NULLID  ,,S,1,201,3,0,,,CARDINALITY,+5.00000000000000E+000
SHAIKHQ ,2024-05-30-08.26.55.967465,SQLC2Q31,NULLID  ,,S,1,201,4,0,,,CARDINALITY,+1.00000000000000E+000
SHAIKHQ ,2024-05-30-08.26.55.967465,SQLC2Q31,NULLID  ,,S,1,201,5,0,,,CARDINALITY,+1.00000000000000E+000
SHAIKHQ ,2024-05-30-08.26.57.598680,SQLC2Q31,NULLID  ,,S,1,201,1,0,,,CARDINALITY,+3.21000000000000E+002
SHAIKHQ ,2024-05-30-08.26.57.598680,SQLC2Q31,NULLID  ,,S,1,201,2,0,,,CARDINALITY,+3.21000000000000E+002
SHAIKHQ ,2024-05-30-08.26.57.598680,SQLC2Q31,NULLID  ,,S,1,201,3,0,,,CARDINALITY,+3.22000000000000E+002
SHAIKHQ ,2024-05-30-08.26.57.598680,SQLC2Q31,NULLID  ,,S,1,201,4,0,,,CARDINALITY,+9.96894409937888E-001
SHAIKHQ ,2024-05-30-08.26.57.598680,SQLC2Q31,NULLID  ,,S,1,201,5,0,,,CARDINALITY,+9.96894409937888E-001
SHAIKHQ ,2024-05-30-08.26.59.193821,SQLC2Q31,NULLID  ,,S,1,201,1,0,,,CARDINALITY,+2.12000000000000E+002
SHAIKHQ ,2024-05-30-08.26.59.193821,SQLC2Q31,NULLID  ,,S,1,201,2,0,,,CARDINALITY,+2.12000000000000E+002
SHAIKHQ ,2024-05-30-08.26.59.193821,SQLC2Q31,NULLID  ,,S,1,201,3,0,,,CARDINALITY,+1.04360000000000E+004
SHAIKHQ ,2024-05-30-08.26.59.193821,SQLC2Q31,NULLID  ,,S,1,201,4,0,,,CARDINALITY,+3.10900000000000E+003
SHAIKHQ ,2024-05-30-08.26.59.193821,SQLC2Q31,NULLID  ,,S,1,201,5,0,,,CARDINALITY,+3.10900000000000E+003
SHAIKHQ ,2024-05-30-08.27.05.567656,SQLC2Q31,NULLID  ,,S,1,201,1,0,,,CARDINALITY,+3.74935000000000E+005
SHAIKHQ ,2024-05-30-08.27.05.567656,SQLC2Q31,NULLID  ,,S,1,201,2,0,,,CARDINALITY,+3.74935000000000E+005
SHAIKHQ ,2024-05-30-08.27.05.567656,SQLC2Q31,NULLID  ,,S,1,201,3,0,,,CARDINALITY,+3.74980000000000E+005
SHAIKHQ ,2024-05-30-08.27.05.567656,SQLC2Q31,NULLID  ,,S,1,201,4,0,,,CARDINALITY,+6.23340000000000E+004
SHAIKHQ ,2024-05-30-08.27.07.054766,SQLC2Q31,NULLID  ,,S,1,201,1,0,,,CARDINALITY,+2.90000000000000E+002
SHAIKHQ ,2024-05-30-08.27.07.054766,SQLC2Q31,NULLID  ,,S,1,201,2,0,,,CARDINALITY,+2.90000000000000E+002
SHAIKHQ ,2024-05-30-08.27.07.054766,SQLC2Q31,NULLID  ,,S,1,201,3,0,,,CARDINALITY,+2.93000000000000E+002
SHAIKHQ ,2024-05-30-08.27.07.054766,SQLC2Q31,NULLID  ,,S,1,201,4,0,,,CARDINALITY,+9.89761092150171E-001
SHAIKHQ ,2024-05-30-08.27.07.054766,SQLC2Q31,NULLID  ,,S,1,201,5,0,,,CARDINALITY,+9.89761092150171E-001
SHAIKHQ ,2024-05-30-08.27.08.510951,SQLC2Q31,NULLID  ,,S,1,201,1,0,,,CARDINALITY,+1.00000000000000E+000
SHAIKHQ ,2024-05-30-08.27.08.510951,SQLC2Q31,NULLID  ,,S,1,201,2,0,,,CARDINALITY,+1.00000000000000E+000
SHAIKHQ ,2024-05-30-08.27.08.510951,SQLC2Q31,NULLID  ,,S,1,201,3,0,,,CARDINALITY,+1.00000000000000E+000
SHAIKHQ ,2024-05-30-08.27.08.510951,SQLC2Q31,NULLID  ,,S,1,201,4,0,,,CARDINALITY,+1.00000000000000E+000
SHAIKHQ ,2024-05-30-08.27.08.510951,SQLC2Q31,NULLID  ,,S,1,201,5,0,,,CARDINALITY,+1.00000000000000E+000
SHAIKHQ ,2024-05-30-08.27.09.980648,SQLC2Q31,NULLID  ,,S,1,201,1,0,,,CARDINALITY,+7.00000000000000E+000
SHAIKHQ ,2024-05-30-08.27.09.980648,SQLC2Q31,NULLID  ,,S,1,201,2,0,,,CARDINALITY,+7.00000000000000E+000
SHAIKHQ ,2024-05-30-08.27.09.980648,SQLC2Q31,NULLID  ,,S,1,201,3,0,,,CARDINALITY,+9.00000000000000E+000
SHAIKHQ ,2024-05-30-08.27.09.980648,SQLC2Q31,NULLID  ,,S,1,201,4,0,,,CARDINALITY,+3.00000000000000E+001
SHAIKHQ ,2024-05-30-08.27.09.980648,SQLC2Q31,NULLID  ,,S,1,201,5,0,,,CARDINALITY,+7.77777777777778E-001
SHAIKHQ ,2024-05-30-08.27.09.980648,SQLC2Q31,NULLID  ,,S,1,201,6,0,,,CARDINALITY,+7.77777777777778E-001
SHAIKHQ ,2024-05-30-08.27.15.175776,SQLC2Q31,NULLID  ,,S,1,201,1,0,,,CARDINALITY,+2.85667000000000E+005
SHAIKHQ ,2024-05-30-08.27.15.175776,SQLC2Q31,NULLID  ,,S,1,201,2,0,,,CARDINALITY,+2.85667000000000E+005
SHAIKHQ ,2024-05-30-08.27.15.175776,SQLC2Q31,NULLID  ,,S,1,201,3,0,,,CARDINALITY,+2.85667000000000E+005
SHAIKHQ ,2024-05-30-08.27.15.175776,SQLC2Q31,NULLID  ,,S,1,201,4,0,,,CARDINALITY,+3.72380000000000E+004
SHAIKHQ ,2024-05-30-08.27.16.684768,SQLC2Q31,NULLID  ,,S,1,201,1,0,,,CARDINALITY,+2.90000000000000E+001
SHAIKHQ ,2024-05-30-08.27.16.684768,SQLC2Q31,NULLID  ,,S,1,201,2,0,,,CARDINALITY,+2.90000000000000E+001
SHAIKHQ ,2024-05-30-08.27.16.684768,SQLC2Q31,NULLID  ,,S,1,201,3,0,,,CARDINALITY,+2.90000000000000E+001
SHAIKHQ ,2024-05-30-08.27.16.684768,SQLC2Q31,NULLID  ,,S,1,201,4,0,,,CARDINALITY,+1.00000000000000E+000
SHAIKHQ ,2024-05-30-08.27.16.684768,SQLC2Q31,NULLID  ,,S,1,201,5,0,,,CARDINALITY,+1.00000000000000E+000
SHAIKHQ ,2024-05-30-08.27.18.353670,SQLC2Q31,NULLID  ,,S,1,201,1,0,,,CARDINALITY,+1.16100000000000E+004
SHAIKHQ ,2024-05-30-08.27.18.353670,SQLC2Q31,NULLID  ,,S,1,201,2,0,,,CARDINALITY,+1.16100000000000E+004
SHAIKHQ ,2024-05-30-08.27.18.353670,SQLC2Q31,NULLID  ,,S,1,201,3,0,,,CARDINALITY,+1.17180000000000E+004
SHAIKHQ ,2024-05-30-08.27.18.353670,SQLC2Q31,NULLID  ,,S,1,201,4,0,,,CARDINALITY,+9.90783410138249E-001
SHAIKHQ ,2024-05-30-08.27.18.353670,SQLC2Q31,NULLID  ,,S,1,201,5,0,,,CARDINALITY,+9.90783410138249E-001
SHAIKHQ ,2024-05-30-08.27.20.563305,SQLC2Q31,NULLID  ,,S,1,201,1,0,,,CARDINALITY,+4.87680000000000E+004
SHAIKHQ ,2024-05-30-08.27.20.563305,SQLC2Q31,NULLID  ,,S,1,201,2,0,,,CARDINALITY,+4.87680000000000E+004
SHAIKHQ ,2024-05-30-08.27.20.563305,SQLC2Q31,NULLID  ,,S,1,201,3,0,,,CARDINALITY,+7.30490000000000E+004
SHAIKHQ ,2024-05-30-08.27.20.563305,SQLC2Q31,NULLID  ,,S,1,201,4,0,,,CARDINALITY,+4.92250000000000E+004
SHAIKHQ ,2024-05-30-08.27.22.141600,SQLC2Q31,NULLID  ,,S,1,201,1,0,,,CARDINALITY,+2.00000000000000E+000
SHAIKHQ ,2024-05-30-08.27.22.141600,SQLC2Q31,NULLID  ,,S,1,201,2,0,,,CARDINALITY,+2.00000000000000E+000
SHAIKHQ ,2024-05-30-08.27.22.141600,SQLC2Q31,NULLID  ,,S,1,201,3,0,,,CARDINALITY,+1.00000000000000E+000
SHAIKHQ ,2024-05-30-08.27.22.141600,SQLC2Q31,NULLID  ,,S,1,201,4,0,,,CARDINALITY,+1.00000000000000E+000
SHAIKHQ ,2024-05-30-08.27.22.141600,SQLC2Q31,NULLID  ,,S,1,201,5,0,,,CARDINALITY,+2.00000000000000E+000
SHAIKHQ ,2024-05-30-08.27.22.141600,SQLC2Q31,NULLID  ,,S,1,201,6,0,,,CARDINALITY,+3.00000000000000E+001
SHAIKHQ ,2024-05-30-08.27.23.711617,SQLC2Q31,NULLID  ,,S,1,201,1,0,,,CARDINALITY,+8.85000000000000E+002
SHAIKHQ ,2024-05-30-08.27.23.711617,SQLC2Q31,NULLID  ,,S,1,201,2,0,,,CARDINALITY,+8.85000000000000E+002
SHAIKHQ ,2024-05-30-08.27.23.711617,SQLC2Q31,NULLID  ,,S,1,201,3,0,,,CARDINALITY,+7.19384000000000E+005
SHAIKHQ ,2024-05-30-08.27.23.711617,SQLC2Q31,NULLID  ,,S,1,201,4,0,,,CARDINALITY,+1.50000000000000E+002
SHAIKHQ ,2024-05-30-08.27.25.444590,SQLC2Q31,NULLID  ,,S,1,201,1,0,,,CARDINALITY,+1.16100000000000E+004
SHAIKHQ ,2024-05-30-08.27.25.444590,SQLC2Q31,NULLID  ,,S,1,201,2,0,,,CARDINALITY,+1.16100000000000E+004
SHAIKHQ ,2024-05-30-08.27.25.444590,SQLC2Q31,NULLID  ,,S,1,201,3,0,,,CARDINALITY,+6.92050000000000E+004
SHAIKHQ ,2024-05-30-08.27.25.444590,SQLC2Q31,NULLID  ,,S,1,201,4,0,,,CARDINALITY,+1.16100000000000E+004
SHAIKHQ ,2024-05-30-08.27.27.030945,SQLC2Q31,NULLID  ,,S,1,201,1,0,,,CARDINALITY,+3.00000000000000E+001
SHAIKHQ ,2024-05-30-08.27.27.030945,SQLC2Q31,NULLID  ,,S,1,201,2,0,,,CARDINALITY,+3.00000000000000E+001
SHAIKHQ ,2024-05-30-08.27.27.030945,SQLC2Q31,NULLID  ,,S,1,201,3,0,,,CARDINALITY,+3.00000000000000E+001
SHAIKHQ ,2024-05-30-08.27.27.030945,SQLC2Q31,NULLID  ,,S,1,201,4,0,,,CARDINALITY,+1.00000000000000E+000
SHAIKHQ ,2024-05-30-08.27.27.030945,SQLC2Q31,NULLID  ,,S,1,201,5,0,,,CARDINALITY,+1.00000000000000E+000
SHAIKHQ ,2024-05-30-08.27.28.707635,SQLC2Q31,NULLID  ,,S,1,201,1,0,,,CARDINALITY,+1.00000000000000E+000
SHAIKHQ ,2024-05-30-08.27.28.707635,SQLC2Q31,NULLID  ,,S,1,201,2,0,,,CARDINALITY,+1.00000000000000E+000
SHAIKHQ ,2024-05-30-08.27.28.707635,SQLC2Q31,NULLID  ,,S,1,201,3,0,,,CARDINALITY,+4.00000000000000E+000
SHAIKHQ ,2024-05-30-08.27.28.707635,SQLC2Q31,NULLID  ,,S,1,201,4,0,,,CARDINALITY,+1.20000000000000E+001
SHAIKHQ ,2024-05-30-08.27.28.707635,SQLC2Q31,NULLID  ,,S,1,201,5,0,,,CARDINALITY,+2.50000000000000E-001
SHAIKHQ ,2024-05-30-08.27.28.707635,SQLC2Q31,NULLID  ,,S,1,201,6,0,,,CARDINALITY,+2.50000000000000E-001
SHAIKHQ ,2024-05-30-08.27.30.295503,SQLC2Q31,NULLID  ,,S,1,201,1,0,,,CARDINALITY,+1.20000000000000E+001
SHAIKHQ ,2024-05-30-08.27.30.295503,SQLC2Q31,NULLID  ,,S,1,201,2,0,,,CARDINALITY,+1.20000000000000E+001
SHAIKHQ ,2024-05-30-08.27.30.295503,SQLC2Q31,NULLID  ,,S,1,201,3,0,,,CARDINALITY,+1.20000000000000E+001
SHAIKHQ ,2024-05-30-08.27.30.295503,SQLC2Q31,NULLID  ,,S,1,201,4,0,,,CARDINALITY,+1.20000000000000E+001
SHAIKHQ ,2024-05-30-08.27.30.295503,SQLC2Q31,NULLID  ,,S,1,201,5,0,,,CARDINALITY,+1.20000000000000E+001
SHAIKHQ ,2024-05-30-08.27.30.295503,SQLC2Q31,NULLID  ,,S,1,201,6,0,,,CARDINALITY,+1.40000000000000E+001
SHAIKHQ ,2024-05-30-08.27.30.295503,SQLC2Q31,NULLID  ,,S,1,201,7,0,,,CARDINALITY,
SHAIKHQ ,2024-05-30-08.27.30.295503,SQLC2Q31,NULLID  ,,S,1,201,8,0,,,CARDINALITY,+1.00000000000000E+000
SHAIKHQ ,2024-05-30-08.27.31.848100,SQLC2Q31,NULLID  ,,S,1,201,1,0,,,CARDINALITY,+2.00000000000000E+001
SHAIKHQ ,2024-05-30-08.27.31.848100,SQLC2Q31,NULLID  ,,S,1,201,2,0,,,CARDINALITY,+2.00000000000000E+001
SHAIKHQ ,2024-05-30-08.27.31.848100,SQLC2Q31,NULLID  ,,S,1,201,3,0,,,CARDINALITY,+3.00000000000000E+001
SHAIKHQ ,2024-05-30-08.27.31.848100,SQLC2Q31,NULLID  ,,S,1,201,4,0,,,CARDINALITY,+3.00000000000000E+001
SHAIKHQ ,2024-05-30-08.27.31.848100,SQLC2Q31,NULLID  ,,S,1,201,5,0,,,CARDINALITY,+3.00000000000000E+001
SHAIKHQ ,2024-05-30-08.27.31.848100,SQLC2Q31,NULLID  ,,S,1,201,6,0,,,CARDINALITY,+3.00000000000000E+001
SHAIKHQ ,2024-05-30-08.27.31.848100,SQLC2Q31,NULLID  ,,S,1,201,7,0,,,CARDINALITY,+6.66666666666667E-001
SHAIKHQ ,2024-05-30-08.27.31.848100,SQLC2Q31,NULLID  ,,S,1,201,8,0,,,CARDINALITY,+8.33333333333333E-001
SHAIKHQ ,2024-05-30-08.27.33.310488,SQLC2Q31,NULLID  ,,S,1,201,1,0,,,CARDINALITY,+1.60000000000000E+001
SHAIKHQ ,2024-05-30-08.27.33.310488,SQLC2Q31,NULLID  ,,S,1,201,2,0,,,CARDINALITY,+1.60000000000000E+001
SHAIKHQ ,2024-05-30-08.27.33.310488,SQLC2Q31,NULLID  ,,S,1,201,3,0,,,CARDINALITY,+1.38000000000000E+002
SHAIKHQ ,2024-05-30-08.27.33.310488,SQLC2Q31,NULLID  ,,S,1,201,4,0,,,CARDINALITY,+1.15942028985507E-001
SHAIKHQ ,2024-05-30-08.27.33.310488,SQLC2Q31,NULLID  ,,S,1,201,5,0,,,CARDINALITY,+9.78260869565217E-001
SHAIKHQ ,2024-05-30-08.27.35.175319,SQLC2Q31,NULLID  ,,S,1,201,1,0,,,CARDINALITY,+1.08610000000000E+004
SHAIKHQ ,2024-05-30-08.27.35.175319,SQLC2Q31,NULLID  ,,S,1,201,2,0,,,CARDINALITY,+1.08610000000000E+004
SHAIKHQ ,2024-05-30-08.27.35.175319,SQLC2Q31,NULLID  ,,S,1,201,3,0,,,CARDINALITY,+7.30490000000000E+004
SHAIKHQ ,2024-05-30-08.27.35.175319,SQLC2Q31,NULLID  ,,S,1,201,4,0,,,CARDINALITY,+1.08750000000000E+004
SHAIKHQ ,2024-05-30-08.27.36.779211,SQLC2Q31,NULLID  ,,S,1,201,1,0,,,CARDINALITY,+8.00000000000000E+000
SHAIKHQ ,2024-05-30-08.27.36.779211,SQLC2Q31,NULLID  ,,S,1,201,2,0,,,CARDINALITY,+8.00000000000000E+000
SHAIKHQ ,2024-05-30-08.27.36.779211,SQLC2Q31,NULLID  ,,S,1,201,3,0,,,CARDINALITY,+8.00000000000000E+000
SHAIKHQ ,2024-05-30-08.27.36.779211,SQLC2Q31,NULLID  ,,S,1,201,4,0,,,CARDINALITY,+6.00000000000000E+001
SHAIKHQ ,2024-05-30-08.27.36.779211,SQLC2Q31,NULLID  ,,S,1,201,5,0,,,CARDINALITY,+1.00000000000000E+000
SHAIKHQ ,2024-05-30-08.27.36.779211,SQLC2Q31,NULLID  ,,S,1,201,6,0,,,CARDINALITY,+1.00000000000000E+000
SHAIKHQ ,2024-05-30-08.27.40.408733,SQLC2Q31,NULLID  ,,S,1,201,1,0,,,CARDINALITY,+1.68442000000000E+005
SHAIKHQ ,2024-05-30-08.27.40.408733,SQLC2Q31,NULLID  ,,S,1,201,2,0,,,CARDINALITY,+1.68442000000000E+005
SHAIKHQ ,2024-05-30-08.27.40.408733,SQLC2Q31,NULLID  ,,S,1,201,3,0,,,CARDINALITY,+1.68451000000000E+005
SHAIKHQ ,2024-05-30-08.27.40.408733,SQLC2Q31,NULLID  ,,S,1,201,4,0,,,CARDINALITY,+7.30490000000000E+004
SHAIKHQ ,2024-05-30-08.27.42.093799,SQLC2Q31,NULLID  ,,S,1,201,1,0,,,CARDINALITY,+2.00000000000000E+000
SHAIKHQ ,2024-05-30-08.27.42.093799,SQLC2Q31,NULLID  ,,S,1,201,2,0,,,CARDINALITY,+2.00000000000000E+000
SHAIKHQ ,2024-05-30-08.27.42.093799,SQLC2Q31,NULLID  ,,S,1,201,3,0,,,CARDINALITY,+1.00000000000000E+000
SHAIKHQ ,2024-05-30-08.27.42.093799,SQLC2Q31,NULLID  ,,S,1,201,4,0,,,CARDINALITY,+1.00000000000000E+000
SHAIKHQ ,2024-05-30-08.27.42.093799,SQLC2Q31,NULLID  ,,S,1,201,5,0,,,CARDINALITY,+2.00000000000000E+000
SHAIKHQ ,2024-05-30-08.27.42.093799,SQLC2Q31,NULLID  ,,S,1,201,6,0,,,CARDINALITY,+6.00000000000000E+001
SHAIKHQ ,2024-05-30-08.27.45.559820,SQLC2Q31,NULLID  ,,S,1,201,1,0,,,CARDINALITY,+1.32246000000000E+005
SHAIKHQ ,2024-05-30-08.27.45.559820,SQLC2Q31,NULLID  ,,S,1,201,2,0,,,CARDINALITY,+1.32246000000000E+005
SHAIKHQ ,2024-05-30-08.27.45.559820,SQLC2Q31,NULLID  ,,S,1,201,3,0,,,CARDINALITY,+1.32755000000000E+005
SHAIKHQ ,2024-05-30-08.27.45.559820,SQLC2Q31,NULLID  ,,S,1,201,4,0,,,CARDINALITY,+1.51726000000000E+005
SHAIKHQ ,2024-05-30-08.27.45.559820,SQLC2Q31,NULLID  ,,S,1,201,5,0,,,CARDINALITY,+1.51726000000000E+005
SHAIKHQ ,2024-05-30-08.27.45.559820,SQLC2Q31,NULLID  ,,S,1,201,6,0,,,CARDINALITY,+1.51726000000000E+005
SHAIKHQ ,2024-05-30-08.27.45.559820,SQLC2Q31,NULLID  ,,S,1,201,7,0,,,CARDINALITY,+7.30490000000000E+004
SHAIKHQ ,2024-05-30-08.27.47.256819,SQLC2Q31,NULLID  ,,S,1,201,1,0,,,CARDINALITY,+1.30000000000000E+001
SHAIKHQ ,2024-05-30-08.27.47.256819,SQLC2Q31,NULLID  ,,S,1,201,2,0,,,CARDINALITY,+1.30000000000000E+001
SHAIKHQ ,2024-05-30-08.27.47.256819,SQLC2Q31,NULLID  ,,S,1,201,3,0,,,CARDINALITY,+1.30000000000000E+001
SHAIKHQ ,2024-05-30-08.27.47.256819,SQLC2Q31,NULLID  ,,S,1,201,4,0,,,CARDINALITY,+1.00000000000000E+000
SHAIKHQ ,2024-05-30-08.27.47.256819,SQLC2Q31,NULLID  ,,S,1,201,5,0,,,CARDINALITY,+1.00000000000000E+000
SHAIKHQ ,2024-05-30-08.27.48.851891,SQLC2Q31,NULLID  ,,S,1,201,1,0,,,CARDINALITY,+2.92000000000000E+002
SHAIKHQ ,2024-05-30-08.27.48.851891,SQLC2Q31,NULLID  ,,S,1,201,2,0,,,CARDINALITY,+2.92000000000000E+002
SHAIKHQ ,2024-05-30-08.27.48.851891,SQLC2Q31,NULLID  ,,S,1,201,3,0,,,CARDINALITY,+2.92000000000000E+002
SHAIKHQ ,2024-05-30-08.27.48.851891,SQLC2Q31,NULLID  ,,S,1,201,4,0,,,CARDINALITY,
SHAIKHQ ,2024-05-30-08.27.48.851891,SQLC2Q31,NULLID  ,,S,1,201,5,0,,,CARDINALITY,+1.00000000000000E+000
SHAIKHQ ,2024-05-30-08.27.50.532737,SQLC2Q31,NULLID  ,,S,1,201,1,0,,,CARDINALITY,+2.50000000000000E+001
SHAIKHQ ,2024-05-30-08.27.50.532737,SQLC2Q31,NULLID  ,,S,1,201,2,0,,,CARDINALITY,+2.50000000000000E+001
SHAIKHQ ,2024-05-30-08.27.50.532737,SQLC2Q31,NULLID  ,,S,1,201,3,0,,,CARDINALITY,+3.00000000000000E+001
SHAIKHQ ,2024-05-30-08.27.50.532737,SQLC2Q31,NULLID  ,,S,1,201,4,0,,,CARDINALITY,+3.00000000000000E+001
SHAIKHQ ,2024-05-30-08.27.50.532737,SQLC2Q31,NULLID  ,,S,1,201,5,0,,,CARDINALITY,+3.00000000000000E+001
SHAIKHQ ,2024-05-30-08.27.50.532737,SQLC2Q31,NULLID  ,,S,1,201,6,0,,,CARDINALITY,+3.00000000000000E+001
SHAIKHQ ,2024-05-30-08.27.50.532737,SQLC2Q31,NULLID  ,,S,1,201,7,0,,,CARDINALITY,+8.33333333333333E-001
SHAIKHQ ,2024-05-30-08.27.50.532737,SQLC2Q31,NULLID  ,,S,1,201,8,0,,,CARDINALITY,+8.33333333333333E-001
SHAIKHQ ,2024-05-30-08.27.52.228660,SQLC2Q31,NULLID  ,,S,1,201,1,0,,,CARDINALITY,+1.00000000000000E+000
SHAIKHQ ,2024-05-30-08.27.52.228660,SQLC2Q31,NULLID  ,,S,1,201,2,0,,,CARDINALITY,+1.00000000000000E+000
SHAIKHQ ,2024-05-30-08.27.52.228660,SQLC2Q31,NULLID  ,,S,1,201,3,0,,,CARDINALITY,+1.20000000000000E+001
SHAIKHQ ,2024-05-30-08.27.52.228660,SQLC2Q31,NULLID  ,,S,1,201,4,0,,,CARDINALITY,+1.20000000000000E+001
SHAIKHQ ,2024-05-30-08.27.52.228660,SQLC2Q31,NULLID  ,,S,1,201,5,0,,,CARDINALITY,+8.33333333333333E-002
SHAIKHQ ,2024-05-30-08.27.52.228660,SQLC2Q31,NULLID  ,,S,1,201,6,0,,,CARDINALITY,+2.50000000000000E-001
SHAIKHQ ,2024-05-30-08.27.53.855208,SQLC2Q31,NULLID  ,,S,1,201,1,0,,,CARDINALITY,+6.00000000000000E+000
SHAIKHQ ,2024-05-30-08.27.53.855208,SQLC2Q31,NULLID  ,,S,1,201,2,0,,,CARDINALITY,+6.00000000000000E+000
SHAIKHQ ,2024-05-30-08.27.53.855208,SQLC2Q31,NULLID  ,,S,1,201,3,0,,,CARDINALITY,+6.00000000000000E+000
SHAIKHQ ,2024-05-30-08.27.53.855208,SQLC2Q31,NULLID  ,,S,1,201,4,0,,,CARDINALITY,+6.00000000000000E+001
SHAIKHQ ,2024-05-30-08.27.53.855208,SQLC2Q31,NULLID  ,,S,1,201,5,0,,,CARDINALITY,+1.00000000000000E+000
SHAIKHQ ,2024-05-30-08.27.53.855208,SQLC2Q31,NULLID  ,,S,1,201,6,0,,,CARDINALITY,+1.00000000000000E+000
SHAIKHQ ,2024-05-30-08.27.55.895974,SQLC2Q31,NULLID  ,,S,1,201,1,0,,,CARDINALITY,+2.40000000000000E+002
SHAIKHQ ,2024-05-30-08.27.55.895974,SQLC2Q31,NULLID  ,,S,1,201,2,0,,,CARDINALITY,+2.40000000000000E+002
SHAIKHQ ,2024-05-30-08.27.55.895974,SQLC2Q31,NULLID  ,,S,1,201,3,0,,,CARDINALITY,+2.41000000000000E+002
SHAIKHQ ,2024-05-30-08.27.55.895974,SQLC2Q31,NULLID  ,,S,1,201,4,0,,,CARDINALITY,+9.95850622406639E-001
