EXPLAIN_REQUESTER,EXPLAIN_TIME,SOURCE_NAME,SOURCE_SCHEMA,SOURCE_VERSION,EXPLAIN_LEVEL,STMTNO,SECTNO,OPERATOR_ID,PREDICATE_ID,HOW_APPLIED,WHEN_EVALUATED,RELOP_TYPE,SUBQUERY,FILTER_FACTOR,PREDICATE_TEXT,RANGE_NUM,INDEX_COLSEQ,FF_SOURCE_SCHEMA,FF_SOURCE_NAME,FF_SOURCE_TYPE
SHAIKHQ ,2024-05-30-09.06.54.694224,SQLC2Q31,NULLID  ,,S,1,201,6,3,STOP      ,   ,EQ,N,+2.65765083895531E-005,(Q2.D_DATE_SK = Q1.WP_ACCESS_DATE_SK),,1,,,
SHAIKHQ ,2024-05-30-09.06.57.634452,SQLC2Q31,NULLID  ,,S,1,201,2,2,JOIN      ,   ,EQ,N,+1.36894414026756E-005,(Q2.D_DATE_SK = Q1.WP_ACCESS_DATE_SK),,255,,,
SHAIKHQ ,2024-05-30-09.06.57.634452,SQLC2Q31,NULLID  ,,S,1,201,3,3,SARG      ,   ,LE,N,+3.04108649492264E-001,(Q1.WP_CHAR_COUNT <= 2129),,255,,,
SHAIKHQ ,2024-05-30-09.06.57.634452,SQLC2Q31,NULLID  ,,S,1,201,5,4,SARG      ,   ,LE,N,+7.54776000976562E-001,(Q2.D_MOY <= 9),,255,,,
SHAIKHQ ,2024-05-30-09.06.57.634452,SQLC2Q31,NULLID  ,,S,1,201,6,2,START     ,   ,EQ,N,+1.36894414026756E-005,(Q2.D_DATE_SK = Q1.WP_ACCESS_DATE_SK),,1,,,
SHAIKHQ ,2024-05-30-09.06.57.634452,SQLC2Q31,NULLID  ,,S,1,201,6,2,STOP      ,   ,EQ,N,+1.36894414026756E-005,(Q2.D_DATE_SK = Q1.WP_ACCESS_DATE_SK),,1,,,
SHAIKHQ ,2024-05-30-09.07.00.793978,SQLC2Q31,NULLID  ,,S,1,201,2,2,JOIN      ,   ,EQ,N,+1.36894414026756E-005,(Q2.D_DATE_SK = Q1.CS_SHIP_DATE_SK),,255,,,
SHAIKHQ ,2024-05-30-09.07.00.793978,SQLC2Q31,NULLID  ,,S,1,201,3,3,SARG      ,   ,EQ,N,+5.00000023748726E-004,(Q1.CS_SHIP_CDEMO_SK = 553679),,255,,,
SHAIKHQ ,2024-05-30-09.07.00.793978,SQLC2Q31,NULLID  ,,S,1,201,3,4,SARG      ,   ,LE,N,+7.78712511062622E-001,(Q1.CS_BILL_CUSTOMER_SK <= 78051),,255,,,
SHAIKHQ ,2024-05-30-09.07.00.793978,SQLC2Q31,NULLID  ,,S,1,201,5,2,START     ,   ,EQ,N,+1.36894414026756E-005,(Q2.D_DATE_SK = Q1.CS_SHIP_DATE_SK),,1,,,
SHAIKHQ ,2024-05-30-09.07.00.793978,SQLC2Q31,NULLID  ,,S,1,201,5,2,STOP      ,   ,EQ,N,+1.36894414026756E-005,(Q2.D_DATE_SK = Q1.CS_SHIP_DATE_SK),,1,,,
SHAIKHQ ,2024-05-30-09.07.03.644017,SQLC2Q31,NULLID  ,,S,1,201,2,2,JOIN      ,   ,EQ,N,+1.36894414026756E-005,(Q2.D_DATE_SK = Q1.S_CLOSED_DATE_SK),,255,,,
SHAIKHQ ,2024-05-30-09.07.03.644017,SQLC2Q31,NULLID  ,,S,1,201,5,3,SARG      ,   ,LE,N,+5.69296300411224E-001,(1985 <= Q2.D_YEAR),,255,,,
SHAIKHQ ,2024-05-30-09.07.03.644017,SQLC2Q31,NULLID  ,,S,1,201,5,4,SARG      ,   ,LE,N,+6.29548072814941E-001,(Q2.D_WEEK_SEQ <= 6771),,255,,,
SHAIKHQ ,2024-05-30-09.07.03.644017,SQLC2Q31,NULLID  ,,S,1,201,6,2,START     ,   ,EQ,N,+1.36894414026756E-005,(Q2.D_DATE_SK = Q1.S_CLOSED_DATE_SK),,1,,,
SHAIKHQ ,2024-05-30-09.07.03.644017,SQLC2Q31,NULLID  ,,S,1,201,6,2,STOP      ,   ,EQ,N,+1.36894414026756E-005,(Q2.D_DATE_SK = Q1.S_CLOSED_DATE_SK),,1,,,
SHAIKHQ ,2024-05-30-09.07.06.847534,SQLC2Q31,NULLID  ,,S,1,201,2,2,JOIN      ,   ,EQ,N,+1.36894414026756E-005,(Q2.D_DATE_SK = Q1.WS_SHIP_DATE_SK),,255,,,
SHAIKHQ ,2024-05-30-09.07.06.847534,SQLC2Q31,NULLID  ,,S,1,201,4,3,SARG      ,   ,LE,N,+1.57046720385551E-001,(1618192 <= Q1.WS_BILL_CDEMO_SK),,255,,,
SHAIKHQ ,2024-05-30-09.07.06.847534,SQLC2Q31,NULLID  ,,S,1,201,4,4,SARG      ,   ,EQ,N,+4.28751930594444E-002,(Q1.WS_SHIP_MODE_SK = 13),,255,,,
SHAIKHQ ,2024-05-30-09.07.09.934231,SQLC2Q31,NULLID  ,,S,1,201,2,2,JOIN      ,   ,EQ,N,+1.36894414026756E-005,(Q2.D_DATE_SK = Q1.CS_SHIP_DATE_SK),,255,,,
SHAIKHQ ,2024-05-30-09.07.09.934231,SQLC2Q31,NULLID  ,,S,1,201,3,3,SARG      ,   ,LE,N,+8.94561469554901E-001,(161985 <= Q1.CS_SHIP_CDEMO_SK),,255,,,
SHAIKHQ ,2024-05-30-09.07.09.934231,SQLC2Q31,NULLID  ,,S,1,201,3,4,SARG      ,   ,EQ,N,+3.01461077469867E-005,(Q1.CS_SALES_PRICE = +00017.93),,255,,,
SHAIKHQ ,2024-05-30-09.07.09.934231,SQLC2Q31,NULLID  ,,S,1,201,5,2,START     ,   ,EQ,N,+1.36894414026756E-005,(Q2.D_DATE_SK = Q1.CS_SHIP_DATE_SK),,1,,,
SHAIKHQ ,2024-05-30-09.07.09.934231,SQLC2Q31,NULLID  ,,S,1,201,5,2,STOP      ,   ,EQ,N,+1.36894414026756E-005,(Q2.D_DATE_SK = Q1.CS_SHIP_DATE_SK),,1,,,
SHAIKHQ ,2024-05-30-09.07.13.163335,SQLC2Q31,NULLID  ,,S,1,201,2,4,JOIN      ,   ,EQ,N,+2.36445721384371E-005,(Q2.D_DATE_SK = Q1.WS_SHIP_DATE_SK),,255,,,
SHAIKHQ ,2024-05-30-09.07.13.163335,SQLC2Q31,NULLID  ,,S,1,201,3,3,SARG      ,   ,LE,N,+9.99753952026367E-001,(2445778 <= Q1.WS_SHIP_DATE_SK),,255,,,
SHAIKHQ ,2024-05-30-09.07.13.163335,SQLC2Q31,NULLID  ,,S,1,201,3,5,SARG      ,   ,LE,N,+5.00000023748726E-004,(Q1.WS_EXT_SALES_PRICE <= +00000.00),,255,,,
SHAIKHQ ,2024-05-30-09.07.13.163335,SQLC2Q31,NULLID  ,,S,1,201,5,4,START     ,   ,EQ,N,+2.36445721384371E-005,(Q2.D_DATE_SK = Q1.WS_SHIP_DATE_SK),,1,,,
SHAIKHQ ,2024-05-30-09.07.13.163335,SQLC2Q31,NULLID  ,,S,1,201,5,2,SARG      ,   ,LE,N,+5.78967571258545E-001,(2445778 <= Q2.D_DATE_SK),,255,,,
SHAIKHQ ,2024-05-30-09.07.13.163335,SQLC2Q31,NULLID  ,,S,1,201,5,4,STOP      ,   ,EQ,N,+2.36445721384371E-005,(Q2.D_DATE_SK = Q1.WS_SHIP_DATE_SK),,1,,,
SHAIKHQ ,2024-05-30-09.07.15.957099,SQLC2Q31,NULLID  ,,S,1,201,2,3,JOIN      ,   ,EQ,N,+2.80948261206504E-005,(Q2.D_DATE_SK = Q1.P_END_DATE_SK),,255,,,
SHAIKHQ ,2024-05-30-09.07.15.957099,SQLC2Q31,NULLID  ,,S,1,201,3,4,SARG      ,   ,LE,N,+5.20410656929016E-001,(Q1.P_END_DATE_SK <= 2450614),,255,,,
SHAIKHQ ,2024-05-30-09.07.15.957099,SQLC2Q31,NULLID  ,,S,1,201,4,5,SARG      ,   ,EQ,N,+1.40000000596046E-001,(Q2.D_DOW = 5),,255,,,
SHAIKHQ ,2024-05-30-09.07.15.957099,SQLC2Q31,NULLID  ,,S,1,201,5,3,START     ,   ,EQ,N,+2.80948261206504E-005,(Q2.D_DATE_SK = Q1.P_END_DATE_SK),,1,,,
SHAIKHQ ,2024-05-30-09.07.15.957099,SQLC2Q31,NULLID  ,,S,1,201,5,2,SARG      ,   ,LE,N,+4.87258434295654E-001,(Q2.D_DATE_SK <= 2450614),,255,,,
SHAIKHQ ,2024-05-30-09.07.15.957099,SQLC2Q31,NULLID  ,,S,1,201,5,3,STOP      ,   ,EQ,N,+2.80948261206504E-005,(Q2.D_DATE_SK = Q1.P_END_DATE_SK),,1,,,
SHAIKHQ ,2024-05-30-09.07.18.869186,SQLC2Q31,NULLID  ,,S,1,201,2,2,JOIN      ,   ,EQ,N,+1.36894414026756E-005,(Q2.D_DATE_SK = Q1.CP_END_DATE_SK),,255,,,
SHAIKHQ ,2024-05-30-09.07.18.869186,SQLC2Q31,NULLID  ,,S,1,201,4,3,SARG      ,   ,LE,N,+8.38583290576935E-001,(1721 <= Q2.D_FY_WEEK_SEQ),,255,,,
SHAIKHQ ,2024-05-30-09.07.18.869186,SQLC2Q31,NULLID  ,,S,1,201,4,4,SARG      ,   ,LE,N,+2.08668157458305E-001,(Q2.D_DOM <= 6),,255,,,
SHAIKHQ ,2024-05-30-09.07.18.869186,SQLC2Q31,NULLID  ,,S,1,201,5,2,START     ,   ,EQ,N,+1.36894414026756E-005,(Q2.D_DATE_SK = Q1.CP_END_DATE_SK),,1,,,
SHAIKHQ ,2024-05-30-09.07.18.869186,SQLC2Q31,NULLID  ,,S,1,201,5,2,STOP      ,   ,EQ,N,+1.36894414026756E-005,(Q2.D_DATE_SK = Q1.CP_END_DATE_SK),,1,,,
SHAIKHQ ,2024-05-30-09.07.21.598891,SQLC2Q31,NULLID  ,,S,1,201,2,2,JOIN      ,   ,EQ,N,+1.36894414026756E-005,(Q2.D_DATE_SK = Q1.S_CLOSED_DATE_SK),,255,,,
SHAIKHQ ,2024-05-30-09.07.21.598891,SQLC2Q31,NULLID  ,,S,1,201,3,4,SARG      ,   ,LE,N,+3.33333313465118E-001,(-005.00 <= Q1.S_GMT_OFFSET),,255,,,
SHAIKHQ ,2024-05-30-09.07.21.598891,SQLC2Q31,NULLID  ,,S,1,201,5,3,SARG      ,   ,LE,N,+5.88049530982971E-001,(14 <= Q2.D_DOM),,255,,,
SHAIKHQ ,2024-05-30-09.07.21.598891,SQLC2Q31,NULLID  ,,S,1,201,6,2,START     ,   ,EQ,N,+1.36894414026756E-005,(Q2.D_DATE_SK = Q1.S_CLOSED_DATE_SK),,1,,,
SHAIKHQ ,2024-05-30-09.07.21.598891,SQLC2Q31,NULLID  ,,S,1,201,6,2,STOP      ,   ,EQ,N,+1.36894414026756E-005,(Q2.D_DATE_SK = Q1.S_CLOSED_DATE_SK),,1,,,
SHAIKHQ ,2024-05-30-09.07.35.504276,SQLC2Q31,NULLID  ,,S,1,201,2,2,JOIN      ,   ,EQ,N,+1.36894414026756E-005,(Q2.D_DATE_SK = Q1.WEB_CLOSE_DATE_SK),,255,,,
SHAIKHQ ,2024-05-30-09.07.35.504276,SQLC2Q31,NULLID  ,,S,1,201,7,3,SARG      ,   ,LE,N,+5.17985224723816E-001,(Q2.D_LAST_DOM <= 2454525),,255,,,
SHAIKHQ ,2024-05-30-09.07.35.504276,SQLC2Q31,NULLID  ,,S,1,201,7,4,SARG      ,   ,LE,N,+7.55554854869843E-001,(200 <= Q2.D_QUARTER_SEQ),,255,,,
SHAIKHQ ,2024-05-30-09.07.35.504276,SQLC2Q31,NULLID  ,,S,1,201,8,2,START     ,   ,EQ,N,+1.36894414026756E-005,(Q2.D_DATE_SK = Q1.WEB_CLOSE_DATE_SK),,1,,,
SHAIKHQ ,2024-05-30-09.07.35.504276,SQLC2Q31,NULLID  ,,S,1,201,8,2,STOP      ,   ,EQ,N,+1.36894414026756E-005,(Q2.D_DATE_SK = Q1.WEB_CLOSE_DATE_SK),,1,,,
SHAIKHQ ,2024-05-30-09.07.39.069273,SQLC2Q31,NULLID  ,,S,1,201,2,2,JOIN      ,   ,EQ,N,+1.36894414026756E-005,(Q2.D_DATE_SK = Q1.CS_SHIP_DATE_SK),,255,,,
SHAIKHQ ,2024-05-30-09.07.39.069273,SQLC2Q31,NULLID  ,,S,1,201,3,3,SARG      ,   ,LE,N,+2.42630671709776E-002,(Q1.CS_EXT_SHIP_COST <= +00009.24),,255,,,
SHAIKHQ ,2024-05-30-09.07.39.069273,SQLC2Q31,NULLID  ,,S,1,201,3,4,SARG      ,   ,LE,N,+3.50700765848160E-001,(Q1.CS_SALES_PRICE <= +00021.61),,255,,,
SHAIKHQ ,2024-05-30-09.07.39.069273,SQLC2Q31,NULLID  ,,S,1,201,5,2,START     ,   ,EQ,N,+1.36894414026756E-005,(Q2.D_DATE_SK = Q1.CS_SHIP_DATE_SK),,1,,,
SHAIKHQ ,2024-05-30-09.07.39.069273,SQLC2Q31,NULLID  ,,S,1,201,5,2,STOP      ,   ,EQ,N,+1.36894414026756E-005,(Q2.D_DATE_SK = Q1.CS_SHIP_DATE_SK),,1,,,
SHAIKHQ ,2024-05-30-09.07.42.161460,SQLC2Q31,NULLID  ,,S,1,201,2,3,JOIN      ,   ,EQ,N,+2.82240434898995E-005,(Q2.D_DATE_SK = Q1.CS_SHIP_DATE_SK),,255,,,
SHAIKHQ ,2024-05-30-09.07.42.161460,SQLC2Q31,NULLID  ,,S,1,201,4,2,START     ,   ,LE,N,+4.85027641057968E-001,(2452640 <= Q2.D_DATE_SK),,1,,,
SHAIKHQ ,2024-05-30-09.07.42.161460,SQLC2Q31,NULLID  ,,S,1,201,5,3,RESID     ,   ,EQ,N,+2.82240434898995E-005,(Q2.D_DATE_SK = Q1.CS_SHIP_DATE_SK),,255,,,
SHAIKHQ ,2024-05-30-09.07.42.161460,SQLC2Q31,NULLID  ,,S,1,201,8,4,SARG      ,   ,LE,N,+4.97527644038200E-002,(Q1.CS_SHIP_MODE_SK <= 1),,255,,,
SHAIKHQ ,2024-05-30-09.07.42.161460,SQLC2Q31,NULLID  ,,S,1,201,8,5,SARG      ,   ,LE,N,+5.52181191742420E-002,(2452640 <= Q1.CS_SHIP_DATE_SK),,255,,,
SHAIKHQ ,2024-05-30-09.07.45.258785,SQLC2Q31,NULLID  ,,S,1,201,2,2,JOIN      ,   ,EQ,N,+1.36894414026756E-005,(Q2.D_DATE_SK = Q1.WS_SHIP_DATE_SK),,255,,,
SHAIKHQ ,2024-05-30-09.07.45.258785,SQLC2Q31,NULLID  ,,S,1,201,4,3,SARG      ,   ,LE,N,+9.82176363468170E-001,(+00004.68 <= Q1.WS_EXT_LIST_PRICE),,255,,,
SHAIKHQ ,2024-05-30-09.07.45.258785,SQLC2Q31,NULLID  ,,S,1,201,4,4,SARG      ,   ,EQ,N,+9.50034428387880E-003,(Q1.WS_QUANTITY = 29),,255,,,
SHAIKHQ ,2024-05-30-09.07.48.206052,SQLC2Q31,NULLID  ,,S,1,201,2,2,JOIN      ,   ,EQ,N,+1.36894414026756E-005,(Q2.D_DATE_SK = Q1.WS_SHIP_DATE_SK),,255,,,
SHAIKHQ ,2024-05-30-09.07.48.206052,SQLC2Q31,NULLID  ,,S,1,201,3,3,SARG      ,   ,LE,N,+4.91870820522308E-001,(31 <= Q1.WS_WEB_PAGE_SK),,255,,,
SHAIKHQ ,2024-05-30-09.07.48.206052,SQLC2Q31,NULLID  ,,S,1,201,3,4,SARG      ,   ,EQ,N,+1.37601900860318E-005,(Q1.WS_EXT_TAX = +00001.18),,255,,,
SHAIKHQ ,2024-05-30-09.07.48.206052,SQLC2Q31,NULLID  ,,S,1,201,5,2,START     ,   ,EQ,N,+1.36894414026756E-005,(Q2.D_DATE_SK = Q1.WS_SHIP_DATE_SK),,1,,,
SHAIKHQ ,2024-05-30-09.07.48.206052,SQLC2Q31,NULLID  ,,S,1,201,5,2,STOP      ,   ,EQ,N,+1.36894414026756E-005,(Q2.D_DATE_SK = Q1.WS_SHIP_DATE_SK),,1,,,
SHAIKHQ ,2024-05-30-09.07.51.090193,SQLC2Q31,NULLID  ,,S,1,201,2,2,JOIN      ,   ,EQ,N,+1.36894414026756E-005,(Q2.CP_END_DATE_SK = Q1.D_DATE_SK),,255,,,
SHAIKHQ ,2024-05-30-09.07.51.090193,SQLC2Q31,NULLID  ,,S,1,201,3,3,SARG      ,   ,LE,N,+6.70516848564148E-001,(1965 <= Q1.D_FY_YEAR),,255,,,
SHAIKHQ ,2024-05-30-09.07.51.090193,SQLC2Q31,NULLID  ,,S,1,201,4,4,SARG      ,   ,LE,N,+1.97031214833260E-001,(Q2.CP_CATALOG_PAGE_NUMBER <= 23),,255,,,
SHAIKHQ ,2024-05-30-09.07.53.790493,SQLC2Q31,NULLID  ,,S,1,201,2,3,JOIN      ,   ,EQ,N,+2.65306880464777E-005,(Q2.D_DATE_SK = Q1.P_END_DATE_SK),,255,,,
SHAIKHQ ,2024-05-30-09.07.53.790493,SQLC2Q31,NULLID  ,,S,1,201,3,4,SARG      ,   ,LE,N,+7.14401721954346E-001,(2450378 <= Q1.P_END_DATE_SK),,255,,,
SHAIKHQ ,2024-05-30-09.07.53.790493,SQLC2Q31,NULLID  ,,S,1,201,4,5,SARG      ,   ,LE,N,+7.26181864738464E-001,(4 <= Q2.D_MOY),,255,,,
SHAIKHQ ,2024-05-30-09.07.53.790493,SQLC2Q31,NULLID  ,,S,1,201,5,3,START     ,   ,EQ,N,+2.65306880464777E-005,(Q2.D_DATE_SK = Q1.P_END_DATE_SK),,1,,,
SHAIKHQ ,2024-05-30-09.07.53.790493,SQLC2Q31,NULLID  ,,S,1,201,5,2,SARG      ,   ,LE,N,+5.15985131263733E-001,(2450378 <= Q2.D_DATE_SK),,255,,,
SHAIKHQ ,2024-05-30-09.07.53.790493,SQLC2Q31,NULLID  ,,S,1,201,5,3,STOP      ,   ,EQ,N,+2.65306880464777E-005,(Q2.D_DATE_SK = Q1.P_END_DATE_SK),,1,,,
SHAIKHQ ,2024-05-30-09.07.56.829156,SQLC2Q31,NULLID  ,,S,1,201,2,2,JOIN      ,   ,EQ,N,+1.36894414026756E-005,(Q2.D_DATE_SK = Q1.CS_SHIP_DATE_SK),,255,,,
SHAIKHQ ,2024-05-30-09.07.56.829156,SQLC2Q31,NULLID  ,,S,1,201,3,3,SARG      ,   ,LE,N,+2.88722570985556E-002,(+09088.60 <= Q1.CS_EXT_DISCOUNT_AMT),,255,,,
SHAIKHQ ,2024-05-30-09.07.56.829156,SQLC2Q31,NULLID  ,,S,1,201,3,4,SARG      ,   ,EQ,N,+1.85189389867446E-006,(Q1.CS_NET_PAID_INC_TAX = +00155.06),,255,,,
SHAIKHQ ,2024-05-30-09.07.56.829156,SQLC2Q31,NULLID  ,,S,1,201,5,2,START     ,   ,EQ,N,+1.36894414026756E-005,(Q2.D_DATE_SK = Q1.CS_SHIP_DATE_SK),,1,,,
SHAIKHQ ,2024-05-30-09.07.56.829156,SQLC2Q31,NULLID  ,,S,1,201,5,2,STOP      ,   ,EQ,N,+1.36894414026756E-005,(Q2.D_DATE_SK = Q1.CS_SHIP_DATE_SK),,1,,,
SHAIKHQ ,2024-05-30-09.08.00.452080,SQLC2Q31,NULLID  ,,S,1,201,2,2,JOIN      ,   ,EQ,N,+1.36894414026756E-005,(Q2.D_DATE_SK = Q1.CS_SHIP_DATE_SK),,255,,,
SHAIKHQ ,2024-05-30-09.08.00.452080,SQLC2Q31,NULLID  ,,S,1,201,4,3,SARG      ,   ,LE,N,+2.02858358621597E-001,(Q1.CS_NET_PAID_INC_SHIP_TAX <= +00532.78),,255,,,
SHAIKHQ ,2024-05-30-09.08.00.452080,SQLC2Q31,NULLID  ,,S,1,201,4,4,SARG      ,   ,LE,N,+2.74719875305891E-002,(Q1.CS_EXT_SALES_PRICE <= +00038.54),,255,,,
SHAIKHQ ,2024-05-30-09.08.03.251767,SQLC2Q31,NULLID  ,,S,1,201,2,2,JOIN      ,   ,EQ,N,+1.36894414026756E-005,(Q2.D_DATE_SK = Q1.WP_ACCESS_DATE_SK),,255,,,
SHAIKHQ ,2024-05-30-09.08.03.251767,SQLC2Q31,NULLID  ,,S,1,201,4,4,STOP      ,   ,LE,N,+1.66666675359011E-002,(Q1.WP_WEB_PAGE_SK <= 1),,1,,,
SHAIKHQ ,2024-05-30-09.08.03.251767,SQLC2Q31,NULLID  ,,S,1,201,5,3,SARG      ,   ,LE,N,+5.18773853778839E-001,(2450265 <= Q2.D_LAST_DOM),,255,,,
SHAIKHQ ,2024-05-30-09.08.03.251767,SQLC2Q31,NULLID  ,,S,1,201,6,2,START     ,   ,EQ,N,+1.36894414026756E-005,(Q2.D_DATE_SK = Q1.WP_ACCESS_DATE_SK),,1,,,
SHAIKHQ ,2024-05-30-09.08.03.251767,SQLC2Q31,NULLID  ,,S,1,201,6,2,STOP      ,   ,EQ,N,+1.36894414026756E-005,(Q2.D_DATE_SK = Q1.WP_ACCESS_DATE_SK),,1,,,
SHAIKHQ ,2024-05-30-09.08.06.244054,SQLC2Q31,NULLID  ,,S,1,201,2,2,JOIN      ,   ,EQ,N,+1.36894414026756E-005,(Q2.D_DATE_SK = Q1.CS_SHIP_DATE_SK),,255,,,
SHAIKHQ ,2024-05-30-09.08.06.244054,SQLC2Q31,NULLID  ,,S,1,201,3,3,SARG      ,   ,EQ,N,+3.80611709260847E-006,(Q1.CS_EXT_SHIP_COST = +02596.32),,255,,,
SHAIKHQ ,2024-05-30-09.08.06.244054,SQLC2Q31,NULLID  ,,S,1,201,3,4,SARG      ,   ,LE,N,+6.15835011005402E-001,(+00039.11 <= Q1.CS_WHOLESALE_COST),,255,,,
SHAIKHQ ,2024-05-30-09.08.06.244054,SQLC2Q31,NULLID  ,,S,1,201,5,2,START     ,   ,EQ,N,+1.36894414026756E-005,(Q2.D_DATE_SK = Q1.CS_SHIP_DATE_SK),,1,,,
SHAIKHQ ,2024-05-30-09.08.06.244054,SQLC2Q31,NULLID  ,,S,1,201,5,2,STOP      ,   ,EQ,N,+1.36894414026756E-005,(Q2.D_DATE_SK = Q1.CS_SHIP_DATE_SK),,1,,,
SHAIKHQ ,2024-05-30-09.08.09.155108,SQLC2Q31,NULLID  ,,S,1,201,2,2,JOIN      ,   ,EQ,N,+1.36894414026756E-005,(Q2.D_DATE_SK = Q1.C_FIRST_SHIPTO_DATE_SK),,255,,,
SHAIKHQ ,2024-05-30-09.08.09.155108,SQLC2Q31,NULLID  ,,S,1,201,4,3,SARG      ,   ,EQ,N,+8.01273970864713E-004,(Q2.D_LAST_DOM = 2449777),,255,,,
SHAIKHQ ,2024-05-30-09.08.09.155108,SQLC2Q31,NULLID  ,,S,1,201,4,4,SARG      ,   ,LE,N,+7.60662078857422E-001,(1949 <= Q2.D_YEAR),,255,,,
SHAIKHQ ,2024-05-30-09.08.12.005645,SQLC2Q31,NULLID  ,,S,1,201,2,2,JOIN      ,   ,EQ,N,+1.36894414026756E-005,(Q2.D_DATE_SK = Q1.WEB_CLOSE_DATE_SK),,255,,,
SHAIKHQ ,2024-05-30-09.08.12.005645,SQLC2Q31,NULLID  ,,S,1,201,7,3,SARG      ,   ,LE,N,+5.21499276161194E-001,(Q2.D_QOY <= 2),,255,,,
SHAIKHQ ,2024-05-30-09.08.12.005645,SQLC2Q31,NULLID  ,,S,1,201,7,4,SARG      ,   ,LE,N,+8.20996880531311E-001,(Q2.D_DOM <= 25),,255,,,
SHAIKHQ ,2024-05-30-09.08.12.005645,SQLC2Q31,NULLID  ,,S,1,201,8,2,START     ,   ,EQ,N,+1.36894414026756E-005,(Q2.D_DATE_SK = Q1.WEB_CLOSE_DATE_SK),,1,,,
SHAIKHQ ,2024-05-30-09.08.12.005645,SQLC2Q31,NULLID  ,,S,1,201,8,2,STOP      ,   ,EQ,N,+1.36894414026756E-005,(Q2.D_DATE_SK = Q1.WEB_CLOSE_DATE_SK),,1,,,
SHAIKHQ ,2024-05-30-09.08.14.865911,SQLC2Q31,NULLID  ,,S,1,201,2,2,JOIN      ,   ,EQ,N,+1.36894414026756E-005,(Q2.D_DATE_SK = Q1.WEB_CLOSE_DATE_SK),,255,,,
SHAIKHQ ,2024-05-30-09.08.14.865911,SQLC2Q31,NULLID  ,,S,1,201,7,3,SARG      ,   ,LE,N,+8.91108870506287E-001,(2423421 <= Q2.D_FIRST_DOM),,255,,,
SHAIKHQ ,2024-05-30-09.08.14.865911,SQLC2Q31,NULLID  ,,S,1,201,7,4,SARG      ,   ,EQ,N,+1.40000000596046E-001,(Q2.D_DOW = 5),,255,,,
SHAIKHQ ,2024-05-30-09.08.14.865911,SQLC2Q31,NULLID  ,,S,1,201,8,2,START     ,   ,EQ,N,+1.36894414026756E-005,(Q2.D_DATE_SK = Q1.WEB_CLOSE_DATE_SK),,1,,,
SHAIKHQ ,2024-05-30-09.08.14.865911,SQLC2Q31,NULLID  ,,S,1,201,8,2,STOP      ,   ,EQ,N,+1.36894414026756E-005,(Q2.D_DATE_SK = Q1.WEB_CLOSE_DATE_SK),,1,,,
SHAIKHQ ,2024-05-30-09.08.17.832347,SQLC2Q31,NULLID  ,,S,1,201,2,2,JOIN      ,   ,EQ,N,+1.36894414026756E-005,(Q2.D_DATE_SK = Q1.P_END_DATE_SK),,255,,,
SHAIKHQ ,2024-05-30-09.08.17.832347,SQLC2Q31,NULLID  ,,S,1,201,4,3,STOP      ,   ,LE,N,+5.95624983310699E-001,(Q1.P_PROMO_SK <= 178),,1,,,
SHAIKHQ ,2024-05-30-09.08.17.832347,SQLC2Q31,NULLID  ,,S,1,201,5,4,SARG      ,   ,LE,N,+3.82496684789658E-001,(Q2.D_DOM <= 12),,255,,,
SHAIKHQ ,2024-05-30-09.08.17.832347,SQLC2Q31,NULLID  ,,S,1,201,6,2,START     ,   ,EQ,N,+1.36894414026756E-005,(Q2.D_DATE_SK = Q1.P_END_DATE_SK),,1,,,
SHAIKHQ ,2024-05-30-09.08.17.832347,SQLC2Q31,NULLID  ,,S,1,201,6,2,STOP      ,   ,EQ,N,+1.36894414026756E-005,(Q2.D_DATE_SK = Q1.P_END_DATE_SK),,1,,,
SHAIKHQ ,2024-05-30-09.08.21.385141,SQLC2Q31,NULLID  ,,S,1,201,2,2,JOIN      ,   ,EQ,N,+1.36894414026756E-005,(Q2.D_DATE_SK = Q1.C_FIRST_SHIPTO_DATE_SK),,255,,,
SHAIKHQ ,2024-05-30-09.08.21.385141,SQLC2Q31,NULLID  ,,S,1,201,3,3,SARG      ,   ,LE,N,+9.83844578266144E-001,(1 <= Q2.D_FY_QUARTER_SEQ),,255,,,
SHAIKHQ ,2024-05-30-09.08.21.385141,SQLC2Q31,NULLID  ,,S,1,201,4,4,SARG      ,   ,LE,N,+5.16170024871826E-001,(Q1.C_CURRENT_ADDR_SK <= 26319),,255,,,
SHAIKHQ ,2024-05-30-09.08.24.147446,SQLC2Q31,NULLID  ,,S,1,201,2,2,JOIN      ,   ,EQ,N,+1.36894414026756E-005,(Q2.D_DATE_SK = Q1.WP_ACCESS_DATE_SK),,255,,,
SHAIKHQ ,2024-05-30-09.08.24.147446,SQLC2Q31,NULLID  ,,S,1,201,5,3,SARG      ,   ,LE,N,+6.74822866916656E-001,(2437940 <= Q2.D_SAME_DAY_LY),,255,,,
SHAIKHQ ,2024-05-30-09.08.24.147446,SQLC2Q31,NULLID  ,,S,1,201,5,4,SARG      ,   ,LE,N,+8.86263668537140E-001,(2423341 <= Q2.D_SAME_DAY_LQ),,255,,,
SHAIKHQ ,2024-05-30-09.08.24.147446,SQLC2Q31,NULLID  ,,S,1,201,6,2,START     ,   ,EQ,N,+1.36894414026756E-005,(Q2.D_DATE_SK = Q1.WP_ACCESS_DATE_SK),,1,,,
