EXPLAIN_REQUESTER,EXPLAIN_TIME,SOURCE_NAME,SOURCE_SCHEMA,SOURCE_VERSION,EXPLAIN_LEVEL,STMTNO,SECTNO,STREAM_ID,SOURCE_TYPE,SOURCE_ID,TARGET_TYPE,TARGET_ID,OBJECT_SCHEMA,OBJECT_NAME,STREAM_COUNT,COLUMN_COUNT,PREDICATE_ID,COLUMN_NAMES,PMID,SINGLE_NODE,PARTITION_COLUMNS,SEQUENCE_SIZES,OBJECT_TENANTID
SHAIKHQ ,2024-05-30-08.27.15.175776,SQLC2Q31,NULLID  ,,S,1,201,4,O,4,O,2,,,+3.72373164062500E+004,-1,-1,,0,,,,
SHAIKHQ ,2024-05-30-08.27.15.175776,SQLC2Q31,NULLID  ,,S,1,201,5,O,2,O,1,,,+2.59478562500000E+005,-1,-1,,0,,,,
SHAIKHQ ,2024-05-30-08.27.16.684768,SQLC2Q31,NULLID  ,,S,1,201,1,D,-1,O,3,TPCDS   ,CUSTOMER,+1.00000000000000E+005,3,-1,+Q1.$RID$+Q1.C_CURRENT_HDEMO_SK+Q1.C_FIRST_SHIPTO_DATE_SK,-1,,,,0
SHAIKHQ ,2024-05-30-08.27.16.684768,SQLC2Q31,NULLID  ,,S,1,201,2,O,3,O,2,,,+1.33001813888550E+001,-1,-1,,0,,,,
SHAIKHQ ,2024-05-30-08.27.16.684768,SQLC2Q31,NULLID  ,,S,1,201,3,D,-1,O,5,SYSIBM  ,SQL240509072221830,+7.30490000000000E+004,2,-1,+Q2.D_DATE_SK(A)+Q2.$RID$,-1,,,,0
SHAIKHQ ,2024-05-30-08.27.16.684768,SQLC2Q31,NULLID  ,,S,1,201,4,O,5,O,4,,,+1.00000000000000E+000,-1,-1,,0,,,,
SHAIKHQ ,2024-05-30-08.27.16.684768,SQLC2Q31,NULLID  ,,S,1,201,5,D,-1,O,4,TPCDS   ,DATE_DIM2,+7.30490000000000E+004,2,-1,+Q2.D_LAST_DOM+Q2.D_QUARTER_SEQ,-1,,,,0
SHAIKHQ ,2024-05-30-08.27.16.684768,SQLC2Q31,NULLID  ,,S,1,201,6,O,4,O,2,,,+1.00470552444458E+001,-1,-1,,0,,,,
SHAIKHQ ,2024-05-30-08.27.16.684768,SQLC2Q31,NULLID  ,,S,1,201,7,O,2,O,1,,,+1.33627655029297E+002,-1,-1,,0,,,,
SHAIKHQ ,2024-05-30-08.27.18.353670,SQLC2Q31,NULLID  ,,S,1,201,1,D,-1,O,3,TPCDS   ,CATALOG_PAGE,+1.17180000000000E+004,3,-1,+Q1.$RID$+Q1.CP_START_DATE_SK+Q1.CP_END_DATE_SK,-1,,,,0
SHAIKHQ ,2024-05-30-08.27.18.353670,SQLC2Q31,NULLID  ,,S,1,201,2,O,3,O,2,,,+1.17180000000000E+004,-1,-1,,0,,,,
SHAIKHQ ,2024-05-30-08.27.18.353670,SQLC2Q31,NULLID  ,,S,1,201,3,D,-1,O,5,SYSIBM  ,SQL240509072221830,+7.30490000000000E+004,2,-1,+Q2.D_DATE_SK(A)+Q2.$RID$,-1,,,,0
SHAIKHQ ,2024-05-30-08.27.18.353670,SQLC2Q31,NULLID  ,,S,1,201,4,O,5,O,4,,,+1.00000000000000E+000,-1,-1,,0,,,,
SHAIKHQ ,2024-05-30-08.27.18.353670,SQLC2Q31,NULLID  ,,S,1,201,5,D,-1,O,4,TPCDS   ,DATE_DIM2,+7.30490000000000E+004,3,-1,+Q2.D_FIRST_DOM+Q2.D_MONTH_SEQ+Q2.D_YEAR,-1,,,,0
SHAIKHQ ,2024-05-30-08.27.18.353670,SQLC2Q31,NULLID  ,,S,1,201,6,O,4,O,2,,,+6.94032049179077E+000,-1,-1,,0,,,,
SHAIKHQ ,2024-05-30-08.27.18.353670,SQLC2Q31,NULLID  ,,S,1,201,7,O,2,O,1,,,+8.13266718750000E+004,-1,-1,,0,,,,
SHAIKHQ ,2024-05-30-08.27.20.563305,SQLC2Q31,NULLID  ,,S,1,201,1,D,-1,O,3,TPCDS   ,DATE_DIM2,+7.30490000000000E+004,3,-1,+Q2.$RID$+Q2.D_LAST_DOM+Q2.D_DATE_SK,-1,,,,0
SHAIKHQ ,2024-05-30-08.27.20.563305,SQLC2Q31,NULLID  ,,S,1,201,2,O,3,O,2,,,+7.30490000000000E+004,-1,-1,,0,,,,
SHAIKHQ ,2024-05-30-08.27.20.563305,SQLC2Q31,NULLID  ,,S,1,201,3,D,-1,O,4,TPCDS   ,CUSTOMER,+1.00000000000000E+005,5,-1,+Q1.$RID$+Q1.C_CURRENT_CDEMO_SK+Q1.C_BIRTH_MONTH+Q1.C_CURRENT_HDEMO_SK+Q1.C_FIRST_SHIPTO_DATE_SK,-1,,,,0
SHAIKHQ ,2024-05-30-08.27.20.563305,SQLC2Q31,NULLID  ,,S,1,201,4,O,4,O,2,,,+4.04229296875000E+004,-1,-1,,0,,,,
SHAIKHQ ,2024-05-30-08.27.20.563305,SQLC2Q31,NULLID  ,,S,1,201,5,O,2,O,1,,,+7.78141062500000E+005,-1,-1,,0,,,,
SHAIKHQ ,2024-05-30-08.27.22.141600,SQLC2Q31,NULLID  ,,S,1,201,1,D,-1,O,4,SYSIBM  ,SQL240509072221830,+7.30490000000000E+004,2,-1,+Q2.$RID$+Q2.D_DATE_SK,-1,,,,0
SHAIKHQ ,2024-05-30-08.27.22.141600,SQLC2Q31,NULLID  ,,S,1,201,2,O,4,O,3,,,+1.00000000000000E+000,-1,-1,,0,,,,
SHAIKHQ ,2024-05-30-08.27.22.141600,SQLC2Q31,NULLID  ,,S,1,201,3,D,-1,O,3,TPCDS   ,DATE_DIM2,+7.30490000000000E+004,2,-1,+Q2.D_LAST_DOM+Q2.D_FIRST_DOM,-1,,,,0
SHAIKHQ ,2024-05-30-08.27.22.141600,SQLC2Q31,NULLID  ,,S,1,201,4,O,3,O,2,,,+1.00000000000000E+000,-1,-1,,0,,,,
SHAIKHQ ,2024-05-30-08.27.22.141600,SQLC2Q31,NULLID  ,,S,1,201,5,D,-1,O,6,SYSIBM  ,SQL240509064036550,+3.00000000000000E+001,1,-1,+Q1.$RID$,-1,,,,0
SHAIKHQ ,2024-05-30-08.27.22.141600,SQLC2Q31,NULLID  ,,S,1,201,6,O,6,O,5,,,+3.00000000000000E+001,-1,-1,,0,,,,
SHAIKHQ ,2024-05-30-08.27.22.141600,SQLC2Q31,NULLID  ,,S,1,201,7,D,-1,O,5,TPCDS   ,WEB_SITE,+3.00000000000000E+001,2,-1,+Q1.WEB_MKT_ID+Q1.WEB_CLOSE_DATE_SK,-1,,,,0
SHAIKHQ ,2024-05-30-08.27.22.141600,SQLC2Q31,NULLID  ,,S,1,201,8,O,5,O,2,,,+2.00000000000000E+000,-1,-1,,0,,,,
SHAIKHQ ,2024-05-30-08.27.22.141600,SQLC2Q31,NULLID  ,,S,1,201,9,O,2,O,1,,,+2.00000000000000E+000,-1,-1,,0,,,,
SHAIKHQ ,2024-05-30-08.27.23.711617,SQLC2Q31,NULLID  ,,S,1,201,1,D,-1,O,3,TPCDS   ,WEB_SALES,+7.19384000000000E+005,3,-1,+Q1.$RID$+Q1.WS_SOLD_TIME_SK+Q1.WS_SHIP_DATE_SK,-1,,,,0
SHAIKHQ ,2024-05-30-08.27.23.711617,SQLC2Q31,NULLID  ,,S,1,201,2,O,3,O,2,,,+7.19384000000000E+005,-1,-1,,0,,,,
SHAIKHQ ,2024-05-30-08.27.23.711617,SQLC2Q31,NULLID  ,,S,1,201,3,D,-1,O,4,TPCDS   ,DATE_DIM2,+7.30490000000000E+004,5,-1,+Q2.$RID$+Q2.D_MONTH_SEQ+Q2.D_QOY+Q2.D_MOY+Q2.D_DATE_SK,-1,,,,0
SHAIKHQ ,2024-05-30-08.27.23.711617,SQLC2Q31,NULLID  ,,S,1,201,4,O,4,O,2,,,+1.76087265625000E+004,-1,-1,,0,,,,
SHAIKHQ ,2024-05-30-08.27.23.711617,SQLC2Q31,NULLID  ,,S,1,201,5,O,2,O,1,,,+1.73410125000000E+005,-1,-1,,0,,,,
SHAIKHQ ,2024-05-30-08.27.25.444590,SQLC2Q31,NULLID  ,,S,1,201,1,D,-1,O,3,TPCDS   ,DATE_DIM2,+7.30490000000000E+004,3,-1,+Q1.$RID$+Q1.D_SAME_DAY_LQ+Q1.D_DATE_SK,-1,,,,0
SHAIKHQ ,2024-05-30-08.27.25.444590,SQLC2Q31,NULLID  ,,S,1,201,2,O,3,O,2,,,+6.89118437500000E+004,-1,-1,,0,,,,
SHAIKHQ ,2024-05-30-08.27.25.444590,SQLC2Q31,NULLID  ,,S,1,201,3,D,-1,O,4,TPCDS   ,CATALOG_PAGE,+1.17180000000000E+004,3,-1,+Q2.$RID$+Q2.CP_START_DATE_SK+Q2.CP_END_DATE_SK,-1,,,,0
SHAIKHQ ,2024-05-30-08.27.25.444590,SQLC2Q31,NULLID  ,,S,1,201,4,O,4,O,2,,,+1.13692900390625E+004,-1,-1,,0,,,,
SHAIKHQ ,2024-05-30-08.27.25.444590,SQLC2Q31,NULLID  ,,S,1,201,5,O,2,O,1,,,+1.13211289062500E+004,-1,-1,,0,,,,
SHAIKHQ ,2024-05-30-08.27.27.030945,SQLC2Q31,NULLID  ,,S,1,201,1,D,-1,O,3,TPCDS   ,CUSTOMER,+1.00000000000000E+005,3,-1,+Q1.$RID$+Q1.C_BIRTH_MONTH+Q1.C_FIRST_SHIPTO_DATE_SK,-1,,,,0
SHAIKHQ ,2024-05-30-08.27.27.030945,SQLC2Q31,NULLID  ,,S,1,201,2,O,3,O,2,,,+1.71693038940430E+001,-1,-1,,0,,,,
SHAIKHQ ,2024-05-30-08.27.27.030945,SQLC2Q31,NULLID  ,,S,1,201,3,D,-1,O,5,SYSIBM  ,SQL240509072221830,+7.30490000000000E+004,2,-1,+Q2.D_DATE_SK(A)+Q2.$RID$,-1,,,,0
SHAIKHQ ,2024-05-30-08.27.27.030945,SQLC2Q31,NULLID  ,,S,1,201,4,O,5,O,4,,,+9.99999940395355E-001,-1,-1,,0,,,,
SHAIKHQ ,2024-05-30-08.27.27.030945,SQLC2Q31,NULLID  ,,S,1,201,5,D,-1,O,4,TPCDS   ,DATE_DIM2,+7.30490000000000E+004,2,-1,+Q2.D_LAST_DOM+Q2.D_FY_WEEK_SEQ,-1,,,,0
SHAIKHQ ,2024-05-30-08.27.27.030945,SQLC2Q31,NULLID  ,,S,1,201,6,O,4,O,2,,,+9.94361162185669E-001,-1,-1,,0,,,,
SHAIKHQ ,2024-05-30-08.27.27.030945,SQLC2Q31,NULLID  ,,S,1,201,7,O,2,O,1,,,+1.70724887847900E+001,-1,-1,,0,,,,
SHAIKHQ ,2024-05-30-08.27.28.707635,SQLC2Q31,NULLID  ,,S,1,201,1,D,-1,O,4,SYSIBM  ,SQL240509064035430,+1.20000000000000E+001,1,-1,+Q1.$RID$,-1,,,,0
SHAIKHQ ,2024-05-30-08.27.28.707635,SQLC2Q31,NULLID  ,,S,1,201,2,O,4,O,3,,,+1.20000000000000E+001,-1,-1,,0,,,,
SHAIKHQ ,2024-05-30-08.27.28.707635,SQLC2Q31,NULLID  ,,S,1,201,3,D,-1,O,3,TPCDS   ,STORE,+1.20000000000000E+001,3,-1,+Q1.S_GMT_OFFSET+Q1.S_NUMBER_EMPLOYEES+Q1.S_CLOSED_DATE_SK,-1,,,,0
SHAIKHQ ,2024-05-30-08.27.28.707635,SQLC2Q31,NULLID  ,,S,1,201,4,O,3,O,2,,,+4.00000000000000E+000,-1,-1,,0,,,,
SHAIKHQ ,2024-05-30-08.27.28.707635,SQLC2Q31,NULLID  ,,S,1,201,5,D,-1,O,6,SYSIBM  ,SQL240509072221830,+7.30490000000000E+004,2,-1,+Q2.D_DATE_SK(A)+Q2.$RID$,-1,,,,0
SHAIKHQ ,2024-05-30-08.27.28.707635,SQLC2Q31,NULLID  ,,S,1,201,6,O,6,O,5,,,+1.00000000000000E+000,-1,-1,,0,,,,
SHAIKHQ ,2024-05-30-08.27.28.707635,SQLC2Q31,NULLID  ,,S,1,201,7,D,-1,O,5,TPCDS   ,DATE_DIM2,+7.30490000000000E+004,2,-1,+Q2.D_DOW+Q2.D_FY_WEEK_SEQ,-1,,,,0
SHAIKHQ ,2024-05-30-08.27.28.707635,SQLC2Q31,NULLID  ,,S,1,201,8,O,5,O,2,,,+6.78279638290405E-001,-1,-1,,0,,,,
SHAIKHQ ,2024-05-30-08.27.28.707635,SQLC2Q31,NULLID  ,,S,1,201,9,O,2,O,1,,,+2.71311855316162E+000,-1,-1,,0,,,,
SHAIKHQ ,2024-05-30-08.27.30.295503,SQLC2Q31,NULLID  ,,S,1,201,1,D,-1,O,6,SYSIBM  ,SQL240509064036550,+3.00000000000000E+001,2,-1,+Q1.WEB_SITE_SK(A)+Q1.$RID$,-1,,,,0
SHAIKHQ ,2024-05-30-08.27.30.295503,SQLC2Q31,NULLID  ,,S,1,201,2,O,6,O,5,,,+1.40000000000000E+001,-1,-1,,0,,,,
SHAIKHQ ,2024-05-30-08.27.30.295503,SQLC2Q31,NULLID  ,,S,1,201,3,D,-1,O,5,TPCDS   ,WEB_SITE,+3.00000000000000E+001,2,-1,+Q1.WEB_MKT_ID+Q1.WEB_CLOSE_DATE_SK,-1,,,,0
SHAIKHQ ,2024-05-30-08.27.30.295503,SQLC2Q31,NULLID  ,,S,1,201,4,O,5,O,4,,,+1.26379671096802E+001,-1,-1,,0,,,,
SHAIKHQ ,2024-05-30-08.27.30.295503,SQLC2Q31,NULLID  ,,S,1,201,5,O,4,O,3,,,+1.26379671096802E+001,-1,-1,,0,,,,
SHAIKHQ ,2024-05-30-08.27.30.295503,SQLC2Q31,NULLID  ,,S,1,201,6,O,3,O,2,,,+1.26379671096802E+001,-1,-1,,0,,,,
SHAIKHQ ,2024-05-30-08.27.30.295503,SQLC2Q31,NULLID  ,,S,1,201,7,D,-1,O,8,SYSIBM  ,SQL240509072221830,+7.30490000000000E+004,2,-1,+Q2.D_DATE_SK(A)+Q2.$RID$,-1,,,,0
SHAIKHQ ,2024-05-30-08.27.30.295503,SQLC2Q31,NULLID  ,,S,1,201,8,O,8,O,7,,,+1.02880883216858E+000,-1,-1,,0,,,,
SHAIKHQ ,2024-05-30-08.27.30.295503,SQLC2Q31,NULLID  ,,S,1,201,9,D,-1,O,7,TPCDS   ,DATE_DIM2,+7.30490000000000E+004,1,-1,+Q2.D_YEAR,-1,,,,0
SHAIKHQ ,2024-05-30-08.27.30.295503,SQLC2Q31,NULLID  ,,S,1,201,10,O,7,O,2,,,+1.02880883216858E+000,-1,-1,,0,,,,
SHAIKHQ ,2024-05-30-08.27.30.295503,SQLC2Q31,NULLID  ,,S,1,201,11,O,2,O,1,,,+1.30020523071289E+001,-1,-1,,0,,,,
SHAIKHQ ,2024-05-30-08.27.31.848100,SQLC2Q31,NULLID  ,,S,1,201,1,D,-1,O,6,SYSIBM  ,SQL240509064036550,+3.00000000000000E+001,1,-1,+Q2.$RID$,-1,,,,0
SHAIKHQ ,2024-05-30-08.27.31.848100,SQLC2Q31,NULLID  ,,S,1,201,2,O,6,O,5,,,+3.00000000000000E+001,-1,-1,,0,,,,
SHAIKHQ ,2024-05-30-08.27.31.848100,SQLC2Q31,NULLID  ,,S,1,201,3,D,-1,O,5,TPCDS   ,WEB_SITE,+3.00000000000000E+001,1,-1,+Q2.WEB_CLOSE_DATE_SK,-1,,,,0
SHAIKHQ ,2024-05-30-08.27.31.848100,SQLC2Q31,NULLID  ,,S,1,201,4,O,5,O,4,,,+3.00000000000000E+001,-1,-1,,0,,,,
SHAIKHQ ,2024-05-30-08.27.31.848100,SQLC2Q31,NULLID  ,,S,1,201,5,O,4,O,3,,,+3.00000000000000E+001,-1,-1,,0,,,,
SHAIKHQ ,2024-05-30-08.27.31.848100,SQLC2Q31,NULLID  ,,S,1,201,6,O,3,O,2,,,+3.00000000000000E+001,-1,-1,,0,,,,
SHAIKHQ ,2024-05-30-08.27.31.848100,SQLC2Q31,NULLID  ,,S,1,201,7,D,-1,O,8,SYSIBM  ,SQL240509072221830,+7.30490000000000E+004,2,-1,+Q1.D_DATE_SK(A)+Q1.$RID$,-1,,,,0
SHAIKHQ ,2024-05-30-08.27.31.848100,SQLC2Q31,NULLID  ,,S,1,201,8,O,8,O,7,,,+1.00000000000000E+000,-1,-1,,0,,,,
SHAIKHQ ,2024-05-30-08.27.31.848100,SQLC2Q31,NULLID  ,,S,1,201,9,D,-1,O,7,TPCDS   ,DATE_DIM2,+7.30490000000000E+004,3,-1,+Q1.D_SAME_DAY_LY+Q1.D_DOM+Q1.D_QOY,-1,,,,0
SHAIKHQ ,2024-05-30-08.27.31.848100,SQLC2Q31,NULLID  ,,S,1,201,10,O,7,O,2,,,+8.92998754978180E-001,-1,-1,,0,,,,
SHAIKHQ ,2024-05-30-08.27.31.848100,SQLC2Q31,NULLID  ,,S,1,201,11,O,2,O,1,,,+2.67899627685547E+001,-1,-1,,0,,,,
SHAIKHQ ,2024-05-30-08.27.33.310488,SQLC2Q31,NULLID  ,,S,1,201,1,D,-1,O,3,TPCDS   ,PROMOTION,+3.00000000000000E+002,3,-1,+Q1.$RID$+Q1.P_START_DATE_SK+Q1.P_END_DATE_SK,-1,,,,0
SHAIKHQ ,2024-05-30-08.27.33.310488,SQLC2Q31,NULLID  ,,S,1,201,2,O,3,O,2,,,+1.35905181884766E+002,-1,-1,,0,,,,
SHAIKHQ ,2024-05-30-08.27.33.310488,SQLC2Q31,NULLID  ,,S,1,201,3,D,-1,O,5,SYSIBM  ,SQL240509072221830,+7.30490000000000E+004,2,-1,+Q2.D_DATE_SK(A)+Q2.$RID$,-1,,,,0
SHAIKHQ ,2024-05-30-08.27.33.310488,SQLC2Q31,NULLID  ,,S,1,201,4,O,5,O,4,,,+1.00000000000000E+000,-1,-1,,0,,,,
SHAIKHQ ,2024-05-30-08.27.33.310488,SQLC2Q31,NULLID  ,,S,1,201,5,D,-1,O,4,TPCDS   ,DATE_DIM2,+7.30490000000000E+004,2,-1,+Q2.D_WEEK_SEQ+Q2.D_MOY,-1,,,,0
SHAIKHQ ,2024-05-30-08.27.33.310488,SQLC2Q31,NULLID  ,,S,1,201,6,O,4,O,2,,,+7.03165483474731E+000,-1,-1,,0,,,,
SHAIKHQ ,2024-05-30-08.27.33.310488,SQLC2Q31,NULLID  ,,S,1,201,7,O,2,O,1,,,+9.55638305664062E+002,-1,-1,,0,,,,
SHAIKHQ ,2024-05-30-08.27.35.175319,SQLC2Q31,NULLID  ,,S,1,201,1,D,-1,O,3,TPCDS   ,DATE_DIM2,+7.30490000000000E+004,3,-1,+Q2.$RID$+Q2.D_FY_YEAR+Q2.D_DATE_SK,-1,,,,0
SHAIKHQ ,2024-05-30-08.27.35.175319,SQLC2Q31,NULLID  ,,S,1,201,2,O,3,O,2,,,+7.30490000000000E+004,-1,-1,,0,,,,
SHAIKHQ ,2024-05-30-08.27.35.175319,SQLC2Q31,NULLID  ,,S,1,201,3,D,-1,O,4,TPCDS   ,CATALOG_SALES,+1.44154800000000E+006,4,-1,+Q1.$RID$+Q1.CS_SHIP_MODE_SK+Q1.CS_SHIP_CDEMO_SK+Q1.CS_SHIP_DATE_SK,-1,,,,0
SHAIKHQ ,2024-05-30-08.27.35.175319,SQLC2Q31,NULLID  ,,S,1,201,4,O,4,O,2,,,+9.17898535156250E+003,-1,-1,,0,,,,
SHAIKHQ ,2024-05-30-08.27.35.175319,SQLC2Q31,NULLID  ,,S,1,201,5,O,2,O,1,,,+9.17898632812500E+003,-1,-1,,0,,,,
SHAIKHQ ,2024-05-30-08.27.36.779211,SQLC2Q31,NULLID  ,,S,1,201,1,D,-1,O,4,SYSIBM  ,SQL240509064038920,+6.00000000000000E+001,1,-1,+Q2.$RID$,-1,,,,0
SHAIKHQ ,2024-05-30-08.27.36.779211,SQLC2Q31,NULLID  ,,S,1,201,2,O,4,O,3,,,+6.00000000000000E+001,-1,-1,,0,,,,
SHAIKHQ ,2024-05-30-08.27.36.779211,SQLC2Q31,NULLID  ,,S,1,201,3,D,-1,O,3,TPCDS   ,WEB_PAGE,+6.00000000000000E+001,3,-1,+Q2.WP_CHAR_COUNT+Q2.WP_CREATION_DATE_SK+Q2.WP_ACCESS_DATE_SK,-1,,,,0
SHAIKHQ ,2024-05-30-08.27.36.779211,SQLC2Q31,NULLID  ,,S,1,201,4,O,3,O,2,,,+8.00000000000000E+000,-1,-1,,0,,,,
SHAIKHQ ,2024-05-30-08.27.36.779211,SQLC2Q31,NULLID  ,,S,1,201,5,D,-1,O,6,SYSIBM  ,SQL240509072221830,+7.30490000000000E+004,2,-1,+Q1.D_DATE_SK(A)+Q1.$RID$,-1,,,,0
SHAIKHQ ,2024-05-30-08.27.36.779211,SQLC2Q31,NULLID  ,,S,1,201,6,O,6,O,5,,,+1.00000000000000E+000,-1,-1,,0,,,,
SHAIKHQ ,2024-05-30-08.27.36.779211,SQLC2Q31,NULLID  ,,S,1,201,7,D,-1,O,5,TPCDS   ,DATE_DIM2,+7.30490000000000E+004,2,-1,+Q1.D_FY_QUARTER_SEQ+Q1.D_DOW,-1,,,,0
SHAIKHQ ,2024-05-30-08.27.36.779211,SQLC2Q31,NULLID  ,,S,1,201,8,O,5,O,2,,,+1.00000000000000E+000,-1,-1,,0,,,,
SHAIKHQ ,2024-05-30-08.27.36.779211,SQLC2Q31,NULLID  ,,S,1,201,9,O,2,O,1,,,+8.00000000000000E+000,-1,-1,,0,,,,
SHAIKHQ ,2024-05-30-08.27.40.408733,SQLC2Q31,NULLID  ,,S,1,201,1,D,-1,O,3,TPCDS   ,WEB_SALES,+7.19384000000000E+005,5,-1,+Q1.$RID$+Q1.WS_QUANTITY+Q1.WS_LIST_PRICE+Q1.WS_EXT_SALES_PRICE+Q1.WS_SHIP_DATE_SK,-1,,,,0
SHAIKHQ ,2024-05-30-08.27.40.408733,SQLC2Q31,NULLID  ,,S,1,201,2,O,3,O,2,,,+1.47612000000000E+005,-1,-1,,0,,,,
SHAIKHQ ,2024-05-30-08.27.40.408733,SQLC2Q31,NULLID  ,,S,1,201,3,D,-1,O,4,TPCDS   ,DATE_DIM2,+7.30490000000000E+004,3,-1,+Q2.$RID$+Q2.D_QUARTER_SEQ+Q2.D_DATE_SK,-1,,,,0
SHAIKHQ ,2024-05-30-08.27.40.408733,SQLC2Q31,NULLID  ,,S,1,201,4,O,4,O,2,,,+7.30490000000000E+004,-1,-1,,0,,,,
SHAIKHQ ,2024-05-30-08.27.40.408733,SQLC2Q31,NULLID  ,,S,1,201,5,O,2,O,1,,,+1.47612000000000E+005,-1,-1,,0,,,,
SHAIKHQ ,2024-05-30-08.27.42.093799,SQLC2Q31,NULLID  ,,S,1,201,1,D,-1,O,4,SYSIBM  ,SQL240509072221830,+7.30490000000000E+004,2,-1,+Q1.$RID$+Q1.D_DATE_SK,-1,,,,0
SHAIKHQ ,2024-05-30-08.27.42.093799,SQLC2Q31,NULLID  ,,S,1,201,2,O,4,O,3,,,+1.00000000000000E+000,-1,-1,,0,,,,
SHAIKHQ ,2024-05-30-08.27.42.093799,SQLC2Q31,NULLID  ,,S,1,201,3,D,-1,O,3,TPCDS   ,DATE_DIM2,+7.30490000000000E+004,2,-1,+Q1.D_FY_QUARTER_SEQ+Q1.D_SAME_DAY_LQ,-1,,,,0
SHAIKHQ ,2024-05-30-08.27.42.093799,SQLC2Q31,NULLID  ,,S,1,201,4,O,3,O,2,,,+1.00000000000000E+000,-1,-1,,0,,,,
SHAIKHQ ,2024-05-30-08.27.42.093799,SQLC2Q31,NULLID  ,,S,1,201,5,D,-1,O,6,SYSIBM  ,SQL240509064038920,+6.00000000000000E+001,1,-1,+Q2.$RID$,-1,,,,0
SHAIKHQ ,2024-05-30-08.27.42.093799,SQLC2Q31,NULLID  ,,S,1,201,6,O,6,O,5,,,+6.00000000000000E+001,-1,-1,,0,,,,
SHAIKHQ ,2024-05-30-08.27.42.093799,SQLC2Q31,NULLID  ,,S,1,201,7,D,-1,O,5,TPCDS   ,WEB_PAGE,+6.00000000000000E+001,2,-1,+Q2.WP_CHAR_COUNT+Q2.WP_ACCESS_DATE_SK,-1,,,,0
SHAIKHQ ,2024-05-30-08.27.42.093799,SQLC2Q31,NULLID  ,,S,1,201,8,O,5,O,2,,,+2.00000000000000E+000,-1,-1,,0,,,,
SHAIKHQ ,2024-05-30-08.27.42.093799,SQLC2Q31,NULLID  ,,S,1,201,9,O,2,O,1,,,+2.00000000000000E+000,-1,-1,,0,,,,
SHAIKHQ ,2024-05-30-08.27.45.559820,SQLC2Q31,NULLID  ,,S,1,201,1,D,-1,O,6,SYSIBM  ,SQL240509064051710,+1.44154800000000E+006,2,-1,+Q1.CS_ITEM_SK(A)+Q1.$RID$,-1,,,,0
SHAIKHQ ,2024-05-30-08.27.45.559820,SQLC2Q31,NULLID  ,,S,1,201,2,O,6,O,5,,,+1.22449210937500E+005,-1,-1,,0,,,,
SHAIKHQ ,2024-05-30-08.27.45.559820,SQLC2Q31,NULLID  ,,S,1,201,3,O,5,O,4,,,+1.22449210937500E+005,-1,-1,,0,,,,
SHAIKHQ ,2024-05-30-08.27.45.559820,SQLC2Q31,NULLID  ,,S,1,201,4,O,4,O,3,,,+1.22449210937500E+005,-1,-1,,0,,,,
SHAIKHQ ,2024-05-30-08.27.45.559820,SQLC2Q31,NULLID  ,,S,1,201,5,D,-1,O,3,TPCDS   ,CATALOG_SALES,+1.44154800000000E+006,4,-1,+Q1.CS_SOLD_TIME_SK+Q1.CS_COUPON_AMT+Q1.CS_ITEM_SK+Q1.CS_SHIP_DATE_SK,-1,,,,0
SHAIKHQ ,2024-05-30-08.27.45.559820,SQLC2Q31,NULLID  ,,S,1,201,6,O,3,O,2,,,+1.07440164062500E+005,-1,-1,,0,,,,
SHAIKHQ ,2024-05-30-08.27.45.559820,SQLC2Q31,NULLID  ,,S,1,201,7,D,-1,O,7,TPCDS   ,DATE_DIM2,+7.30490000000000E+004,3,-1,+Q2.$RID$+Q2.D_YEAR+Q2.D_DATE_SK,-1,,,,0
SHAIKHQ ,2024-05-30-08.27.45.559820,SQLC2Q31,NULLID  ,,S,1,201,8,O,7,O,2,,,+7.30490000000000E+004,-1,-1,,0,,,,
SHAIKHQ ,2024-05-30-08.27.45.559820,SQLC2Q31,NULLID  ,,S,1,201,9,O,2,O,1,,,+1.07440164062500E+005,-1,-1,,0,,,,
SHAIKHQ ,2024-05-30-08.27.47.256819,SQLC2Q31,NULLID  ,,S,1,201,1,D,-1,O,3,TPCDS   ,WEB_SALES,+7.19384000000000E+005,4,-1,+Q1.$RID$+Q1.WS_NET_PAID_INC_TAX+Q1.WS_SOLD_TIME_SK+Q1.WS_SHIP_DATE_SK,-1,,,,0
SHAIKHQ ,2024-05-30-08.27.47.256819,SQLC2Q31,NULLID  ,,S,1,201,2,O,3,O,2,,,+3.59692016601562E+002,-1,-1,,0,,,,
SHAIKHQ ,2024-05-30-08.27.47.256819,SQLC2Q31,NULLID  ,,S,1,201,3,D,-1,O,5,SYSIBM  ,SQL240509072221830,+7.30490000000000E+004,2,-1,+Q2.D_DATE_SK(A)+Q2.$RID$,-1,,,,0
SHAIKHQ ,2024-05-30-08.27.47.256819,SQLC2Q31,NULLID  ,,S,1,201,4,O,5,O,4,,,+1.00000000000000E+000,-1,-1,,0,,,,
SHAIKHQ ,2024-05-30-08.27.47.256819,SQLC2Q31,NULLID  ,,S,1,201,5,D,-1,O,4,TPCDS   ,DATE_DIM2,+7.30490000000000E+004,2,-1,+Q2.D_QOY+Q2.D_SAME_DAY_LY,-1,,,,0
SHAIKHQ ,2024-05-30-08.27.47.256819,SQLC2Q31,NULLID  ,,S,1,201,6,O,4,O,2,,,+7.50780410766602E+001,-1,-1,,0,,,,
